"genus","species","kingdomKey","X2001_2019_change_index_mu","X2001_Land_Cover_mu","X2004_Land_Cover_mu","X2006_Land_Cover_mu","X2008_Land_Cover_mu","X2011_Land_Cover_mu","X2013_Land_Cover_mu","X2016_Land_Cover_mu","X2019_Land_Cover_mu","slope_mu","roundedSRank_mu","roundedNRank_mu","roundedGRank_mu","UID_mu","lat_mu","lon_mu","maxlat_mu","minlat_mu","maxlon_mu","minlon_mu","simple_status_mu","X2001_2019_change_index_sig","X2001_Land_Cover_sig","X2004_Land_Cover_sig","X2006_Land_Cover_sig","X2008_Land_Cover_sig","X2011_Land_Cover_sig","X2013_Land_Cover_sig","X2016_Land_Cover_sig","X2019_Land_Cover_sig","slope_sig","roundedSRank_sig","roundedNRank_sig","roundedGRank_sig","UID_sig","lat_sig","lon_sig","maxlat_sig","minlat_sig","maxlon_sig","minlon_sig","simple_status_sig","Random_Pred"
"Polygonia","comma",1,"1","41","41","41","41","41","41","41","41",2.83043730040081e+32,"S5","N5","G5","87361",1610535.89927906,1958313.51463924,1773250.06909183,1404195.20311524,2033341.62964052,1846007.43359248,"secure",6,14,14,14,14,14,14,14,14,4.18008768675833e+33,1,1,1,513,62741.8928450892,28353.6565330103,0,0,0,0,1,0.751473171170801
"Polygonia","interrogationis",1,"1","41","41","41","41","21","21","21","21",3.15637705839225e+32,"S5","N5","G5","103814",1626214.57220188,1954010.0962303,1793802.08146711,1407010.46935822,2029371.82817244,1843789.95270989,"secure",9,15,15,15,15,15,15,15,15,4.3808105812464e+33,1,1,1,467,55150.1509280208,32426.2254411743,0,0,0,0,1,0.682944640517235
"Polygonia","progne",1,"1","41","41","41","41","41","41","41","41",3.20788676456208,"S3","N4","G5","101609",1437269.84590758,1966177.26833855,1605479.10282639,1408059.51552396,2008504.65430401,1927944.8338165,"threatened",1,4,4,4,4,4,4,4,4,1.92610855797894,1,1,1,13,51522.4504732798,18899.6851156792,0,0,0,0,1,0.658460401697084
"Pontia","protodice",1,"1","21","21","21","21","21","21","21","21",0.444143457324281,"S4","N4","G5","96716",1668460.46240684,1944852.43494989,1792244.84553096,1560827.88439084,2008229.47611053,1864163.4195164,"secure",4,10,10,10,10,10,10,11,9,0.427608050082025,1,1,1,31,51251.764051667,34678.9064595399,0,0,0,0,1,0.276908239116892
"Potamogeton","pusillus",6,"1","24","24","24","24","24","24","24","24",1.18859948078618,"S3","NNR","G5","69723",1677771.08876741,2007734.77794867,1677771.08876741,1677771.08876741,2007734.77794867,2007734.77794867,"threatened",1,1,1,1,1,1,1,1,1,0,1,1,1,2,0,0,0,0,0,0,1,0.691030082292855
"Problema","bulenta",1,"1","21","21","21","21","21","21","21","21",0.038887753656211,"S1","N2","G3","104239",1718848.74171494,1896306.09562254,1723675.24660289,1682549.97078361,1954113.69042206,1889459.77845352,"threatened",2,3,4,4,3,4,4,4,4,0.0183124372869459,1,1,1,30,7726.04703576198,11176.306372083,0,0,0,0,1,0.602297520497814
"Ptelea","trifoliata",6,"1","41","41","41","41","41","41","41","41",1.58182239961256,"S3","N5","G5","47785",1569377.45899262,1948937.83678229,1605549.86104214,1482497.30031195,1984719.83578413,1932748.83129893,"threatened",1,4,4,4,4,4,4,4,4,1.14133115130986,1,1,1,9,48476.2597421928,20155.1771130984,0,0,0,0,1,0.462131591746584
"Pycnanthemum","setosum",6,"1","21","21","21","21","21","21","21","21",0.154881800948496,"S4","N4","G4","49662",1735115.36168061,1916582.71744433,1783004.99823235,1721200.4948954,1957037.66127019,1865094.49562456,"secure",1,6,6,6,6,6,6,6,6,0.0536844933397554,1,1,1,15,18453.469492047,24037.7512257543,0,0,0,0,1,0.00928800646215677
"Pycnanthemum","virginianum",6,"1","22","81","43","22","95","71","43","41",0.754546190903461,"S2","N5","G5","50011",1631267.50148841,1961552.62764358,1686313.78165682,1593764.32683244,2003407.50279506,1893312.31080477,"threatened",1,6,6,6,6,6,6,6,6,0.494983807935812,1,1,1,6,30902.8223710751,39110.0034861743,0,0,0,0,1,0.421799513045698
"Pyrrhopappus","carolinianus",6,"1","82","82","82","82","82","82","82","82",0.309843332368112,"S4","N5","G5","30467",1706107.54218285,1928799.20022393,1785074.29750418,1633927.21942715,1969489.33114933,1866284.27026283,"secure",1,7,7,7,7,7,7,7,7,0.354195540603561,1,1,1,10,40610.9883522239,38301.3366256966,0,0,0,0,1,0.0308420425280929
"Quercus","imbricaria",6,"1","81","41","41","41","81","81","41","81",1.04639331756431,"S4","N5","G5","27085",1614628.89751716,1964767.05104871,1636109.56562838,1597376.88875606,2012243.93777786,1938145.59678315,"secure",1,7,7,7,7,7,7,7,7,0.331038583601992,1,1,1,13,13079.5020007776,23684.5966780274,0,0,0,0,1,0.881070781731978
"Quercus","lyrata",6,"1","22","22","22","22","22","22","22","22",0.612710630546571,"S4","N5","G5","32226",1645500.05359751,1931656.84164931,1775509.23921351,1596871.41811186,1976357.96162517,1881297.12333254,"secure",2,4,4,4,4,4,4,4,4,0.291323816668407,1,1,1,8,64476.0949081926,31194.4191285465,0,0,0,0,1,0.912808266934007
"Quercus","macrocarpa",6,"1","21","21","21","81","81","81","41","21",1.76205873175254,"S1","N5","G5","21987",1628405.73308991,1980726.14050414,1638581.478752,1609038.65317388,1989084.73712687,1976228.84178389,"threatened",1,3,3,3,3,3,3,3,3,0.411915012333903,1,1,1,3,16779.6038335364,7245.73856733084,0,0,0,0,1,0.949536979431286
"Quercus","muehlenbergii",6,"1","41","41","41","41","41","41","41","41",1.10006817609702,"S4","N5","G5","29071",1588390.94765993,1943647.48931887,1661445.62543715,1482493.9517626,1986695.821355,1893010.99426182,"secure",1,4,4,4,4,4,4,4,4,0.452597174079652,1,1,1,9,53201.0097548336,32652.2506886159,0,0,0,0,1,0.612475959351286
"Quercus","prinoides",6,"1","41","42","41","42","42","41","41","41",0.506222695154915,"S4","NNR","G5","68800",1609634.29821666,1963310.24155782,1630236.36204283,1589032.23439048,1982757.6542727,1943862.82884295,"secure",1,2,2,2,2,2,2,2,2,0.325031278446911,1,1,1,2,29135.7180758531,27502.7948144494,0,0,0,0,1,0.460314666153863
"Quercus","shumardii",6,"1","71","71","81","21","41","21","23","90",1.22727406895929,"S2","N5","G5","69160",1624955.08531653,1932909.82406015,1638174.27985853,1608610.1059741,1987718.56294971,1900319.62105156,"threatened",2,4,4,4,3,4,4,4,4,1.26928168122122,1,1,1,4,12327.6794618331,38639.7512954103,0,0,0,0,1,0.956696843029931
"Ranunculus","ambigens",6,"1","21","21","21","21","21","21","21","21",0.107442181184769,"S1","N4","G4","62974",1727424.30170845,1948372.22928802,1727424.30170845,1727424.30170845,1948372.22928802,1948372.22928802,"threatened",1,1,1,1,1,1,1,1,1,0,1,1,1,2,0,0,0,0,0,0,1,0.889285655226558
"Renia","nemoralis",1,"1","22","24","24","24","24","24","24","24",1.00733605161198,"S2","NNR","G4","82765",1620292.74498368,1923786.25835574,1676596.90029409,1492928.92523996,1993032.85058604,1868651.88929509,"threatened",2,4,4,3,3,3,3,3,3,0.961080032752074,1,1,1,4,86994.2227930499,64452.7066907695,0,0,0,0,1,0.437417811015621
"Rhynchospora","alba",6,"1","22","22","90","22","90","90","90","22",0.966536849971425,"S3","NNR","G5","70056",1607110.98507226,1953109.34537169,1661240.01006377,1416787.3493585,1991963.41357812,1897113.75320635,"threatened",2,6,6,6,6,6,6,6,6,0.778068322383108,1,1,1,8,80943.9742419162,31715.5675017321,0,0,0,0,1,0.264994580065832
"Rhynchospora","chalarocephala",6,"1","90","90","90","90","90","90","90","90",0.0802597510388677,"S4","N5","G5","68440",1763684.05334416,1890721.48624365,1765500.05318781,1763320.46914258,1894966.04324504,1889869.94723936,"secure",1,2,2,2,2,2,2,2,2,0.0214905335258028,1,1,1,6,889.654722443072,2079.4008742888,0,0,0,0,1,0.553682156139985
"Rhynchospora","corniculata",6,"1","22","22","22","22","22","22","22","22",0.103863785473826,"S4","NNR","G5","67832",1731931.26080924,1912408.03382706,1785133.68815004,1688717.46179486,1989326.59730472,1855748.76295514,"secure",1,6,6,6,6,6,6,6,6,0.0909526131201608,1,1,1,12,23906.81986194,42402.4255964662,0,0,0,0,1,0.941703889518976
"Rhynchospora","glomerata",6,"1","41","41","90","90","41","41","90","21",0.391787709498186,"S3","N5","G5","70165",1728101.88113063,1871372.73233102,1775468.82251307,1680734.9397482,1879829.11995769,1862916.34470436,"threatened",2,2,2,2,2,2,2,2,2,0.127659323239444,1,1,1,2,66986.970911171,11959.1380703121,0,0,0,0,1,0.0239792526699603
"Rhynchospora","gracilenta",6,"1","23","23","23","23","23","23","23","23",0.702551585872213,"S4","NNR","G5","69782",1628679.98645469,1921911.47740277,1637763.94167351,1622282.29638937,1942720.50692954,1891976.8858866,"secure",1,5,5,5,5,5,5,5,5,0.358092664854876,1,1,1,9,4904.77280251093,22213.6569893485,0,0,0,0,1,0.136533511802554
"Rotala","ramosior",6,"1","21","21","21","23","23","23","23","23",1.34034679061185e+32,"S4","N5","G5","25571",1695414.83638631,1937355.89034507,1784361.11736139,1554971.42696611,2007734.77794867,1896238.84271776,"secure",2,8,8,8,8,8,8,8,8,4.83268908045462e+32,1,1,1,13,68349.2258637739,33465.2444062927,0,0,0,0,1,0.219192117685452
"Rudbeckia","fulgida",6,"1","22","22","22","22","22","22","22","22",0.822565758453608,"S3","N5","G5","28859",1619791.37607844,1980413.80859774,1649039.67987915,1560708.49631863,1991197.46297428,1964765.78292324,"threatened",1,3,3,3,3,3,3,3,3,0.446194188433257,1,1,1,4,41036.8294626032,12183.8710932825,0,0,0,0,1,0.326867400668561
"Rudbeckia","triloba",6,"1","22","22","22","22","22","22","22","22",1.43000864756228,"S3","N4","G5","51674",1616562.02317152,1948245.26046542,1697487.64188964,1405278.58293115,1997192.91631931,1922329.66061204,"threatened",2,6,6,7,7,7,7,7,7,2.28936764558073,1,1,1,15,64865.2499772598,22962.6583688005,0,0,0,0,1,0.755263883853331
"Ruellia","humilis",6,"3","71","71","71","71","22","71","22","22",1.06809380512403,"S1","NNR","G5","53933",1638538.48901723,1965606.42531782,1640423.59510537,1636653.3829291,1982092.26533998,1949120.58529567,"threatened",2,2,2,2,2,2,2,2,2,0.260604049824194,1,1,1,2,2665.94259635201,23314.4985464406,0,0,0,0,1,0.722744555445388
"Ruellia","strepens",6,"1","43","43","43","43","43","43","43","43",1.02578504545695,"S2","NNR","G4","47932",1571329.28096896,1953891.65716597,1623947.14063602,1489892.23625811,1983779.82831393,1904771.62303323,"threatened",2,6,6,6,6,6,6,7,7,0.79305524201572,1,1,1,9,41677.2949612547,28709.4795094493,0,0,0,0,1,0.0318332382012159
"Sabatia","dodecandra",6,"1","21","21","21","21","21","21","21","21",0.517485932408232,"S3","NNR","G5","69724",1693922.44254791,1954679.93358321,1727609.63858454,1666506.29277984,2007734.77794867,1891204.86938512,"threatened",1,4,4,4,4,4,4,4,4,0.685620626471942,1,1,1,5,31018.8908630427,58567.9930930451,0,0,0,0,1,0.559111043810844
"Sacciolepis","striata",6,"1","95","95","95","22","90","22","95","90",0.21358907767989,"S1","N4","G5","25252",1693104.96162004,1907336.3883109,1730103.41148392,1620478.99053635,1924655.06500049,1873760.08405267,"threatened",1,3,3,3,3,3,3,3,3,0.141711899920589,1,1,1,3,62899.6710501966,29082.7717392993,0,0,0,0,1,0.354470620164648
"Sagina","decumbens",6,"1","24","24","24","24","24","24","24","24",9.71422581674686e+33,"S5","N5","G5","66637",1724431.67643582,1929244.60035695,1794888.68383739,1662759.0194928,1950927.2098448,1897688.27739083,"secure",1,3,3,3,3,3,3,3,3,1.94284516334937e+34,1,1,1,4,54784.5899386517,23750.1310537138,0,0,0,0,1,0.0470941092353314
"Salix","caroliniana",6,"1","90","90","90","90","90","90","90","90",1.22677078692643,"S4","N5","G5","70411",1624621.79867768,1911072.29510868,1624621.79867768,1624621.79867768,1911072.29510868,1911072.29510868,"secure",1,1,1,1,1,1,1,1,1,0,1,1,1,2,0,0,0,0,0,0,1,0.417432976420969
"Salix","discolor",6,"1","21","21","21","21","21","21","21","21",0.996073772633063,"SH","N5","G5","1012",1609894.6705173,1967700.78658383,1661877.52730929,1552754.70870903,1981892.1436298,1943071.62923179,"threatened",1,2,2,2,2,2,2,2,2,0.883573982625612,1,1,1,3,54743.8963166504,21411.8855067407,0,0,0,0,1,0.95309954858385
"Sanguisorba","canadensis",6,"1","95","95","90","11","95","90","90","11",5.35631659547909,"SNR","NNR","G5","27338",1441980.57697721,1982996.12920605,1442113.96986305,1441752.05100512,1983051.09034227,1982929.03389452,"threatened",1,3,3,3,3,3,3,3,3,2.30354906207403,2,1,1,6,177.840474596597,55.3886108645591,0,0,0,0,2,0.333809886593372
"Sarracenia","purpurea",6,"1","22","22","22","22","22","22","22","22",0.993713500050025,"S2","N3","G5","17904",1627944.35006031,1930028.55206372,1768022.27329572,1416829.33004686,1993077.84921877,1875615.26835301,"threatened",2,10,10,10,10,10,10,10,10,0.900455699924919,1,1,1,35,52686.9016681016,21629.481782427,0,0,0,0,1,0.539042038610205
"Satyrium","calanus",1,"1","41","41","21","41","21","21","41","21",1.84907018367287,"S5","N5","G5","71717",1578950.46523092,1968375.28015191,1725769.797428,1401254.87318011,2018906.76826297,1875089.70435928,"secure",3,11,11,11,11,12,12,12,12,1.76349929501911,1,1,1,99,72611.1752247292,24988.96945951,0,0,0,0,1,0.0633341069333255
"Satyrium","edwardsii",1,"1","41","41","41","41","41","41","41","41",2.2041234687486,"S1","N4","G4","103132",1588254.66761229,1986489.81225034,1652006.02501139,1561503.76050864,2018922.90543049,1920244.98311933,"threatened",1,7,7,7,7,7,7,7,7,1.78363009463801,1,1,1,16,27650.3256672866,19650.8210722543,0,0,0,0,1,0.312344147823751
"Satyrium","liparops",1,"1","41","41","41","41","41","41","41","41",1.06165390733586,"S4","N5","G5","103197",1645120.13668437,1943511.19029619,1768494.09439451,1473689.43660177,1990648.89372844,1883718.46592936,"secure",2,6,6,6,6,6,6,6,6,1.76454302733187,1,1,1,11,89394.7219205425,36149.7812744124,0,0,0,0,1,0.0290576179977506
"Schoenoplectiella","purshiana",6,"1","23","23","23","23","23","23","23","23",0.636005331583171,"S3","N4","G4","69021",1661097.35023523,1918585.78753387,1753879.11147523,1626373.17389609,1942720.50692954,1891976.8858866,"threatened",1,3,3,3,3,3,3,3,3,0.408967167237922,1,1,1,4,62087.1431102246,27941.4976743614,0,0,0,0,1,0.454350555781275
"Scirpus","pendulus",6,"1","22","22","22","22","22","22","22","22",0.496236367073127,"S4","N5","G5","66753",1701417.89032068,1935762.28945174,1788439.67050783,1623941.64813958,2007734.77794867,1883656.79057029,"secure",2,7,7,7,7,7,7,7,7,0.425418738122782,1,1,1,18,55497.0116423427,38051.8575822802,0,0,0,0,1,0.0812509260140359
"Scleria","pauciflora",6,"1","81","81","81","81","81","81","81","81",1.16310274202651,"S4","NNR","G5","26982",1626498.69739721,1966195.70195589,1638174.27985853,1623032.02764251,1985503.06689522,1912686.27388347,"secure",1,3,3,3,3,3,3,3,3,0.544363831977968,1,1,1,6,5839.57619532633,31292.30125368,0,0,0,0,1,0.316050848690793
"Scleria","triglomerata",6,"1","42","21","42","42","21","42","21","42",0.129272720466824,"S3","N5","G5","64606",1765788.48435862,1889063.33712317,1768099.44937168,1762321.48223463,1896513.85258564,1877699.56899276,"threatened",2,4,5,5,5,5,5,5,5,0.0816333897828558,1,1,1,7,1995.29205416662,8547.18097332373,0,0,0,0,1,0.71044466807507
"Scrophularia","lanceolata",6,"1","41","41","41","21","41","21","21","21",3.67874857662761,"S3","N5","G5","49369",1486161.38441682,1989350.76852141,1491152.01920414,1481170.7496295,1990418.81379022,1988282.7232526,"threatened",1,2,2,2,2,2,2,2,2,2.3567435750135,1,1,1,2,7057.82340107321,1510.44410437953,0,0,0,0,1,0.689757144777104
"Scutellaria","galericulata",6,"1","95","95","95","95","95","95","95","95",0.00845504484996768,"S2","NNR","G5","69718",1672411.78552703,1958329.47533147,1686313.78165682,1659382.11589656,2003407.50279506,1880510.19450308,"threatened",2,3,4,4,4,4,4,4,4,0.0189060550373372,1,1,1,5,12601.2032805015,46836.3653669945,0,0,0,0,1,0.599648530129343
"Scutellaria","incana",6,"1","22","22","22","22","22","22","22","22",1.28899511904849,"S3","NNR","G5","21766",1595169.23582058,1944059.94861428,1704723.87648511,1402097.96774077,1976279.99681694,1925823.30856793,"threatened",2,3,3,3,3,3,3,3,3,1.01647092678609,1,1,1,10,75984.6827178934,17243.9784660139,0,0,0,0,1,0.0386776211671531
"Scutellaria","ovata",6,"1","41","41","41","41","41","41","41","41",2.2967467718768,"S3","N5","G5","18660",1523731.14156578,1983643.3191449,1643213.33187472,1479045.41981357,1992297.67714204,1973984.18591668,"threatened",1,2,2,2,2,2,2,2,2,1.86523494453394,1,1,1,4,79738.8355692579,7528.35747147177,0,0,0,0,1,0.344478458631784
"Senna","marilandica",6,"1","41","41","41","41","41","41","41","41",1.70982876126576,"S3","NNR","G5","54322",1592026.49185429,1964216.64284327,1648268.00588822,1486580.13138198,2010566.03857638,1935049.01943484,"threatened",2,6,6,6,6,6,7,7,7,1.63653977165929,1,1,1,10,57021.362686773,27571.5054685407,0,0,0,0,1,0.684071460040286
"Smilax","bona-nox",6,"1","90","90","90","90","90","90","90","90",0.135004540701974,"S3","N5","G5","61029",1703986.7375851,1872798.38265544,1793577.44843934,1668611.25648813,1886569.79014004,1844746.52329823,"threatened",1,8,8,8,8,8,8,8,8,0.228581181252921,1,1,1,14,43900.2637790628,13368.5226923047,0,0,0,0,1,0.488150800578296
"Smilax","pseudochina",6,"1","23","23","23","23","23","23","23","23",0.7460045386231,"S2","N4","G4","69351",1628071.17149807,1926061.84893795,1637763.94167351,1610769.18324981,1950818.11671684,1885860.09333679,"threatened",1,6,6,6,6,6,6,6,6,0.331014953895029,1,1,1,10,7564.03753270209,26188.9122766204,0,0,0,0,1,0.904570369515568
"Smilax","walteri",6,"1","21","24","21","24","24","24","24","24",0.0465520130764343,"S4","N5","G5","69154",1693502.7532721,1890966.74639231,1730752.26652866,1610769.18324981,1912360.21074881,1880510.19450308,"secure",1,4,4,4,4,4,4,4,4,0.0774781297176895,1,1,1,8,38391.0672762159,11265.765351313,0,0,0,0,1,0.253645922057331
"Solidago","erecta",6,"1","41","41","41","41","41","41","41","41",0.613842503899244,"S4","N5","G5","65068",1660197.96150033,1925479.23961708,1752369.69736485,1626373.17389609,1961404.12272877,1880761.33174332,"secure",1,4,4,4,4,4,4,4,4,0.331477763510397,1,1,1,5,53225.06859837,30096.6618199993,0,0,0,0,1,0.0296378498896956
"Solidago","hispida",6,"1","21","21","21","21","21","21","21","21",3.00787122071704,"S3","NNR","G5","28339",1563312.84840619,1971227.18652171,1721209.22735713,1476573.62970207,1989703.86556378,1938491.70257394,"threatened",1,1,1,1,1,1,1,1,1,2.41971493058842,1,1,1,3,136964.046380084,28428.0943351569,0,0,0,0,1,0.617685390170664
"Solidago","patula",6,"1","41","41","41","41","41","41","41","41",1.93496095891068,"S3","NNR","G5","53768",1532971.91609812,1992252.63134854,1621450.65658793,1446347.32559757,2017068.85509996,1982159.29964015,"threatened",1,1,1,1,1,1,1,1,1,0.839127341283953,1,1,1,4,100036.917288758,16743.4413042243,0,0,0,0,1,0.802409793483093
"Solidago","speciosa",6,"1","81","24","81","24","23","23","81","23",0.51557412001102,"S2","N5","G5","69794",1636127.71227287,1917093.6620831,1685525.12012413,1596915.1747125,1939421.36056686,1880510.19450308,"threatened",1,3,3,3,3,3,3,3,3,0.446658422147554,1,1,1,3,45174.4318569097,31938.2464475238,0,0,0,0,1,0.978561822324991
"Solidago","uliginosa",6,"1","21","43","43","43","21","21","21","21",0.396597161606234,"S3","NNR","G5","53177",1634571.11660507,1906387.35557365,1637763.94167351,1631378.29153663,1920797.8252607,1891976.8858866,"threatened",1,2,2,2,2,2,2,2,2,0.154449574585941,1,1,1,2,4515.3365140724,20379.4816715905,0,0,0,0,1,0.423896383726969
"Sorbus","americana",6,"1","90","41","41","41","41","90","41","41",1.86458544888076,"S3","NNR","G5","29031",1423128.6920588,1962281.56537324,1431905.6673082,1414351.7168094,1963627.96771029,1960935.16303619,"threatened",1,2,2,2,2,2,2,2,2,1.32244286984431,1,1,1,2,12412.5174343135,1904.10044547016,0,0,0,0,1,0.418980812653899
"Spiranthes","lucida",6,"1","41","41","41","41","41","41","41","41",2.39045180285075,"S1","NNR","G4","47208",1427118.27024838,1979904.86624021,1432172.51808878,1423196.52206499,1982510.7531321,1977172.86074936,"threatened",1,2,2,2,2,2,2,2,2,1.70782370540177,1,1,1,3,4593.91366479637,2671.18011339227,0,0,0,0,1,0.179535563336685
"Spiranthes","ochroleuca",6,"1","41","41","41","81","41","41","41","41",3.33963944021947,"S1","NNR","G4","55640",1520559.29864976,1981821.14623819,1571257.38365746,1420880.36980757,1994139.9454511,1973421.6626918,"threatened",2,4,4,4,4,4,4,4,4,1.19245270985897,1,1,1,9,67208.0796677073,6420.17620752394,0,0,0,0,1,0.720200527925044
"Stenanthium","gramineum",6,"1","81","81","81","23","23","81","23","23",0.76862785192756,"S1","N4","G4","51977",1644833.77432875,1947193.40812761,1644993.67244983,1644673.87620767,1949245.02192618,1945141.79432905,"threatened",1,2,2,2,2,2,2,2,2,0.0626865655021755,1,1,1,2,226.13009142653,2901.42005867664,0,0,0,0,1,0.690889673074707
"Strymon","melinus",1,"1","21","21","21","21","21","21","21","21",4.45145101822878e+31,"S5","N5","G5","72133",1645504.65552094,1948535.00464379,1796790.11694742,1403420.84980805,2034143.47586141,1843745.7071313,"secure",9,15,15,15,15,15,15,15,15,1.04448461804087e+33,1,1,1,672,46054.288503026,31601.2136549864,0,0,0,0,1,0.694090777775273
"Symphyotrichum","cordifolium",6,"1","90","90","90","90","90","90","90","90",2.27941731042724,"S5","N5","G5","60163",1571826.24924675,1960089.00896289,1648015.45321746,1423280.98683536,2000479.24739513,1930974.7278941,"secure",2,5,5,5,5,5,5,5,5,1.90354553235514,1,1,1,24,61446.2443841139,25361.8958036949,0,0,0,0,1,0.310642185853794
"Symphyotrichum","oblongifolium",6,"1","21","23","21","23","21","21","21","23",0.973041910959794,"S4","NNR","G5","60606",1636738.12873818,1949409.13106363,1636850.55028427,1636625.7071921,1949784.58693693,1949033.67519034,"secure",1,2,2,2,2,2,2,2,2,0.126180371967877,1,1,1,2,158.988075179378,530.974788089174,0,0,0,0,1,0.626887996681035
"Symphyotrichum","shortii",6,"1","81","41","81","41","41","41","41","41",3.9634868985968,"S3","N5","G5","60240",1553748.05026438,1969389.61605305,1553759.24228951,1553736.85823926,1974435.59061228,1964343.64149381,"threatened",1,2,2,2,2,2,2,2,2,3.46425596672925,1,1,1,2,15.8279137258552,7136.08565705419,0,0,0,0,1,0.618813872337341
"Symplocos","tinctoria",6,"1","21","21","21","21","21","21","21","21",0.0811877374988032,"S3","N5","G5","4669",1769689.80261729,1892974.81139045,1777460.92539686,1763107.47475075,1906242.47195626,1864981.21217461,"threatened",1,4,4,4,4,4,4,4,4,0.0756232573457084,1,1,1,8,5357.01373480235,14860.3465414465,0,0,0,0,1,0.465772652532905
"Tephrosia","spicata",6,"1","23","23","23","23","23","23","23","23",0.0856823726016389,"S1","NNR","G4","50216",1727663.06205451,1910619.02393519,1733674.04159878,1721364.81185049,1930884.09308899,1890298.17008757,"threatened",2,4,4,4,4,4,4,4,4,0.0336981919218256,1,1,1,8,3507.01475184892,10940.8152489092,0,0,0,0,1,0.954754443839192
"Thuja","occidentalis",6,"1","41","41","41","41","41","41","41","41",1.4821187471013e+29,"S1","N5","G5","35246",1594458.54608701,1959178.5309841,1694188.57895626,1411417.54070402,2000051.25861143,1917709.54708487,"threatened",3,10,10,10,9,9,9,9,9,6.95175312933369e+29,1,1,1,22,62516.4770349837,20983.9944166677,0,0,0,0,1,0.273488844977692
"Tolype","notialis",1,"1","42","22","22","42","22","22","42","22",0.784412933816011,"S4","NNR","G4","103426",1590238.73450604,1958731.28417574,1687504.66169799,1492972.80731409,1993070.75290737,1924391.81544412,"secure",1,2,2,2,2,2,2,2,2,1.04484830324289,1,1,1,2,137554.793391647,48563.3424049473,0,0,0,0,1,0.830113657284528
"Trautvetteria","caroliniensis",6,"1","11","11","11","11","11","11","11","11",1.65417302146301,"S3","NNR","G5","53408",1406465.07949721,1949357.47824044,1406970.62394311,1405959.53505131,1953542.05235056,1945172.90413031,"threatened",1,1,1,1,1,1,1,1,1,0.555093591963959,1,1,1,2,714.947811769746,5917.88145929569,0,0,0,0,1,0.268333112820983
"Trichophorum","planifolium",6,"1","41","41","41","41","41","41","41","41",15.2638090934375,"S2","NNR","G4","66083",1447059.3534166,1968968.24193915,1447327.59484429,1446924.55962539,1968990.43094263,1968951.32994486,"threatened",1,1,1,1,1,1,1,1,1,0,1,1,1,3,232.30486581917,20.0775278940197,0,0,0,0,1,0.932445876998827
"Trichostema","brachiatum",6,"1","41","41","41","41","41","41","41","41",1.03336876916992,"S3","N5","G5","26106",1567591.28875112,1981859.83025845,1623949.30935529,1472433.39628004,1990670.18735022,1952224.08867978,"threatened",2,3,3,3,3,3,3,4,4,0.160155169499506,1,1,1,6,74930.9603977198,14707.8869578531,0,0,0,0,1,0.626486330060288
"Trillium","cernuum",6,"1","41","41","41","41","41","41","41","41",3.33246226196164,"S3","N5","G5","12541",1582683.48684664,2000277.09465064,1666058.18075701,1558073.06342681,2017133.70902964,1968406.72143131,"threatened",2,5,5,5,5,5,6,6,6,1.72136232174443,1,1,1,47,28941.0907338901,10161.086788153,0,0,0,0,1,0.769916752353311
"Trillium","pusillum",6,"1","90","90","90","90","90","90","90","90",0.0893014452538829,"S2","N4","G4","2721",1763726.55094273,1879194.81120846,1786793.59827515,1712904.69856535,1932606.72414628,1862953.44017774,"threatened",2,4,4,4,4,4,4,4,4,0.108068311987761,1,1,1,5,29595.8694823497,29992.3880730665,0,0,0,0,1,0.682185232872143
"Utricularia","radiata",6,"1","90","90","90","90","90","90","90","90",0.393677944229079,"S5","NNR","G4","64509",1715277.65160359,1915929.84137649,1731735.65063631,1682371.48382155,1933223.28668951,1881423.6385302,"secure",1,2,2,2,2,2,2,2,2,0.36269132601172,1,1,1,3,28497.5776643131,29883.2754861553,0,0,0,0,1,0.557585807982832
"Uvularia","grandiflora",6,"1","41","41","41","41","41","41","41","41",2.67567345936731,"S1","N5","G5","14878",1415858.27410406,1940628.00266531,1420493.35396201,1411149.34947749,1942090.99600282,1938458.82008046,"threatened",1,2,2,2,2,2,2,2,2,1.13088549424542,1,1,1,3,4672.43991283674,1916.29927791418,0,0,0,0,1,0.635974925709888
"Uvularia","puberula",6,"1","41","41","41","41","41","41","41","41",2.38162238986558,"S4","N5","G5","16091",1409223.26150805,1958519.03446653,1422041.2914481,1402479.96406467,1964789.01894537,1952380.20919128,"secure",1,2,2,2,2,2,2,2,2,1.01890095512912,1,1,1,3,11105.771626956,6205.44453933856,0,0,0,0,1,0.296194049529731
"Valeriana","pauciflora",6,"1","41","41","41","41","41","41","41","41",1.28425597175237,"S1","N4","G4","43947",1629211.70399874,1963637.85906902,1677137.9357047,1601239.5673929,2021041.13615485,1930716.48598095,"threatened",1,4,4,4,4,4,4,4,4,0.982834198367055,1,1,1,6,36754.7701601944,43941.5350360314,0,0,0,0,1,0.783738914411515
"Viburnum","lentago",6,"1","41","41","41","41","41","41","41","41",1.44379128489445,"S1","N5","G5","11567",1523366.79504295,1958808.68084439,1642781.68325573,1409854.93554327,1982007.75155896,1939496.99094442,"threatened",1,3,3,3,3,3,3,3,3,0.615138643314937,1,1,1,4,127289.078856505,20722.3747749742,0,0,0,0,1,0.0872152729425579
