"genus","species","kingdomKey","X2001_2019_change_index_mu","X2001_Land_Cover_mu","X2004_Land_Cover_mu","X2006_Land_Cover_mu","X2008_Land_Cover_mu","X2011_Land_Cover_mu","X2013_Land_Cover_mu","X2016_Land_Cover_mu","X2019_Land_Cover_mu","slope_mu","roundedSRank_mu","roundedNRank_mu","roundedGRank_mu","UID_mu","lat_mu","lon_mu","maxlat_mu","minlat_mu","maxlon_mu","minlon_mu","simple_status_mu","X2001_2019_change_index_sig","X2001_Land_Cover_sig","X2004_Land_Cover_sig","X2006_Land_Cover_sig","X2008_Land_Cover_sig","X2011_Land_Cover_sig","X2013_Land_Cover_sig","X2016_Land_Cover_sig","X2019_Land_Cover_sig","slope_sig","roundedSRank_sig","roundedNRank_sig","roundedGRank_sig","UID_sig","lat_sig","lon_sig","maxlat_sig","minlat_sig","maxlon_sig","minlon_sig","simple_status_sig","Random_Pred"
"Eleocharis","quadrangulata",6,"1","21","21","23","23","23","23","23","23",0.4361360300127,"S4","NNR","G5","68365",1704080.10921543,1926276.07812367,1794657.17184439,1626373.17389609,1986305.23663399,1896925.25038981,"secure",3,8,8,8,8,8,8,9,9,0.40222879376471,1,1,1,17,64806.5376987306,27290.0729569332,0,0,0,0,1,0.20366617734544
"Eleocharis","rostellata",6,"1","23","95","95","23","22","22","23","22",0.0140917414166128,"S2","NNR","G5","69140",1751579.83288359,1918947.52223778,1794116.78990626,1666506.29277984,1983827.94609316,1886504.48100097,"threatened",1,3,3,3,3,3,3,3,3,0.024407612100696,1,1,1,3,73675.846919959,56188.0953382932,0,0,0,0,1,0.658164351480082
"Eleocharis","tortilis",6,"1","41","41","41","41","41","41","41","41",0.734974163741509,"S3","N5","G5","38192",1633192.19660338,1907181.83303319,1685525.12012413,1610769.18324981,1943000.64712445,1880510.19450308,"threatened",2,7,7,7,7,7,7,7,7,0.531582231912312,1,1,1,11,19245.4894357733,22673.8449040984,0,0,0,0,1,0.66746644792147
"Elephantopus","nudatus",6,"1","90","21","21","90","21","21","21","21",0.0752574458190207,"S4","N5","G5","60608",1768241.56273515,1879596.17974989,1791818.85941081,1760445.44087466,1890755.56534939,1875588.24000908,"secure",1,3,3,3,3,3,3,3,3,0.0438668204201731,1,1,1,5,13241.6478141258,6320.09829565592,0,0,0,0,1,0.0971815343946218
"Elephantopus","tomentosus",6,"1","90","90","90","90","90","90","90","90",0.512003459262573,"S1","N5","G5","69748",1686649.26598946,1905422.58874971,1788299.67915188,1619620.67513235,1935710.25403944,1857902.69507465,"threatened",3,5,6,6,6,6,6,6,6,0.511089463605224,1,1,1,7,56895.8569656032,30367.7740591017,0,0,0,0,1,0.695026236819103
"Ellisia","nyctelea",6,"1","41","41","41","41","41","41","41","41",4.41919647595837,"S4","N5","G5","45782",1556976.28558576,1971320.11328795,1556977.27952999,1556975.29164154,1971330.58550869,1971309.6410672,"secure",1,1,1,1,1,1,1,1,1,0,1,1,1,2,1.40564940507374,14.8099566040094,0,0,0,0,1,0.780810718657449
"Epargyreus","clarus",1,"1","21","21","21","21","21","21","21","21",2.89745370815492e+32,"S5","N5","G5","101654",1619512.94097361,1955067.73957082,1791300.22864151,1396893.3703331,2033022.76982367,1850229.27401588,"secure",9,15,15,15,15,15,15,15,15,4.05819379994037e+33,1,1,1,1840,63145.9000549035,30583.3005283781,0,0,0,0,1,0.578403581865132
"Epilobium","ciliatum",6,"1","41","41","41","41","43","21","21","41",2.20538484775915,"S3","NNR","G5","70240",1463155.60050521,1938649.7812119,1637763.94167351,1402374.85143971,1964210.16876398,1891976.8858866,"threatened",2,3,3,3,3,4,4,4,4,1.62199879737279,1,1,1,4,116422.489545438,32096.0874966894,0,0,0,0,1,0.0813449397683144
"Erigenia","bulbosa",6,"1","41","41","41","41","41","41","41","41",1.50614992825104,"S3","N5","G5","32987",1611143.51119041,1952872.89974159,1680345.88342669,1549244.1321768,2028703.66485438,1892950.47767509,"threatened",2,7,7,7,8,8,8,8,8,1.21666113600676,1,1,1,36,36932.8107906354,36991.9372152282,0,0,0,0,1,0.0350216836668551
"Eriocaulon","decangulare",6,"1","23","41","23","41","41","41","41","41",0.870279218404133,"S1","N5","G5","69436",1628743.15072178,1931987.81263571,1631113.12754748,1626373.17389609,1942720.50692954,1921255.11834188,"threatened",1,2,2,2,2,2,2,2,2,0.129711924549644,1,1,1,2,3351.65336941047,15178.3218311393,0,0,0,0,1,0.79875395912677
"Eriophorum","virginicum",6,"1","41","41","41","41","41","41","41","41",1.28260051378345,"S3","N5","G5","22278",1558293.90958262,1940899.5433068,1631113.12754748,1412657.5640912,1980005.80084833,1921255.11834188,"threatened",1,2,2,2,2,2,2,2,2,0.873025446990107,1,1,1,3,126124.774914222,33867.1355324505,0,0,0,0,1,0.903942571487278
"Erynnis","baptisiae",1,"1","41","21","21","21","21","21","21","21",1.08452417901964,"S4","N5","G5","88530",1614475.82225766,1960655.56019345,1771283.41675594,1403560.04120438,2019544.05419481,1870776.27241297,"secure",7,14,14,14,14,14,14,13,13,1.14944930196973,1,1,1,328,53786.8635556013,19840.3586620476,0,0,0,0,1,0.209399462211877
"Erynnis","brizo",1,"1","21","21","21","21","21","21","21","21",4.27466188593161,"S5","N5","G5","85870",1502438.16273403,1985069.72165797,1771283.41675594,1424058.49314454,2013161.95934011,1870776.27241297,"secure",1,6,6,6,6,6,6,6,6,2.62820605078443,1,1,1,76,50440.2808115024,16844.5733515079,0,0,0,0,1,0.788551575271413
"Erynnis","horatius",1,"1","21","21","21","21","21","21","21","21",4.05737395349e+32,"S5","N5","G5","95259",1642012.82275993,1948192.16455916,1793581.7785092,1427202.86449138,2017954.05369074,1843789.95270989,"secure",7,15,15,15,15,15,15,15,15,3.2836641226051e+33,1,1,1,398,39626.2070188177,26182.5172084056,0,0,0,0,1,0.496517022140324
"Erynnis","icelus",1,"1","41","41","41","41","41","41","41","41",4.09350116045607,"S5","N5","G5","72140",1499917.49665016,1983571.62906853,1567721.18500079,1403283.49170693,1998826.11079291,1929453.16456172,"secure",1,5,5,5,5,5,5,5,5,2.35821565185531,1,1,1,58,51677.039876852,10318.3102612461,0,0,0,0,1,0.0283367906231433
"Erynnis","juvenalis",1,"1","41","41","41","41","41","41","41","41",4.68866333293247e+32,"S5","N5","G5","78972",1598675.05719774,1960153.30155971,1774224.29404068,1401944.55707113,2028921.31626355,1870459.19820217,"secure",4,14,14,15,15,14,14,14,13,5.52146017968587e+33,1,1,1,289,73426.3811149311,28555.1705920647,0,0,0,0,1,0.730381567962468
"Erythronium","albidum",6,"1","41","41","41","41","41","41","41","41",0.686932896413717,"S2","N5","G5","36950",1587856.45489338,1942780.14610866,1608840.47715139,1520785.66746021,1988386.86429617,1930752.5267381,"threatened",2,8,7,7,7,7,7,7,7,0.809537906519713,1,1,1,14,26790.0332954575,19748.2046822275,0,0,0,0,1,0.880099350353703
"Euchloe","olympia",1,"1","41","41","41","41","41","41","41","41",5.29223537011,"S2","N4","G5","102772",1481782.59530551,1983309.99490865,1485814.73788983,1472751.14781428,1989315.7998655,1973208.96162783,"threatened",1,4,4,4,4,4,4,4,4,2.55761421986219,1,1,1,16,4765.12208887402,3836.52466775414,0,0,0,0,1,0.75552214961499
"Eupatorium","altissimum",6,"1","22","22","22","22","22","22","22","22",1.15972383831969,"S3","N5","G5","55628",1618811.90727232,1962037.81937364,1640111.40743584,1589038.17787832,1996864.81912894,1937318.92693598,"threatened",1,4,4,4,4,4,4,4,4,0.688038991225081,1,1,1,5,20991.2583498855,27629.3865878412,0,0,0,0,1,0.0409499355591834
"Eupatorium","capillifolium",6,"1","90","90","90","90","90","90","90","90",6.61816633883092e+32,"S4","N5","G5","61255",1723376.63348928,1895057.67734887,1793227.00711866,1596888.2280725,1973630.90687672,1850481.15301002,"secure",2,12,12,12,12,12,12,12,12,4.1020232691893e+33,1,1,1,43,61860.0756892701,27932.3129904085,0,0,0,0,1,0.278627090156078
"Euphorbia","corollata",6,"1","41","41","41","41","41","41","41","41",2.05799455366913e+31,"S3","N5","G5","58283",1624722.02365704,1954464.31847453,1707626.16932576,1481955.63583481,2012025.88498434,1873645.06059084,"threatened",4,11,11,12,12,11,11,12,12,1.52624960953721e+32,1,1,1,55,55764.1740594652,27775.2440644385,0,0,0,0,1,0.822103484533727
"Euphydryas","phaeton",1,"1","41","41","41","41","41","41","41","41",2.78614789930379,"S2","N4","G4","94567",1525796.17327077,1990124.7423227,1676174.96504053,1428546.23515488,2017130.34376558,1906084.84505921,"threatened",1,9,9,9,9,9,9,9,9,2.53636680499475,1,1,1,33,88243.847675847,20291.2557413732,0,0,0,0,1,0.0343606129754335
"Euphyes","conspicua",1,"1","41","41","41","41","41","41","41","41",2.10176718261737,"S4","N4","G4","103837",1451972.37577189,1972992.29520999,1640617.01174951,1400006.34036886,2016596.33912676,1920402.81039252,"secure",2,8,8,8,8,8,8,8,8,1.59022896498816,1,1,1,25,66673.0836853688,20781.8362408924,0,0,0,0,1,0.0250785562675446
"Euphyes","dion",1,"1","90","90","90","90","90","21","90","90",0.700092393879682,"S3","N4","G5","94498",1665480.11026818,1935331.58268345,1766353.50881786,1618221.7894391,2002741.56164146,1875089.70435928,"threatened",2,7,7,7,7,6,6,6,6,0.440177040029422,1,1,1,11,48064.4494089966,41639.3054704773,0,0,0,0,1,0.507637004368007
"Euphyes","vestris",1,"1","21","21","21","21","21","21","21","21",3.58530149243766e+30,"S5","N5","G5","88772",1615104.81314081,1956615.96784182,1731049.46551316,1402551.69870619,2018906.76826297,1863666.74991798,"secure",8,15,15,14,14,14,14,14,15,6.28195570268085e+31,1,1,1,307,66421.1598056402,24689.7377090834,0,0,0,0,1,0.320696468930691
"Eurybia","radula",6,"1","90","24","90","24","90","90","90","90",0.787966248562917,"S1","N4","G5","69171",1631952.65266394,1940573.94695765,1634751.48926664,1629153.81606124,1959147.81602342,1922000.07789189,"threatened",1,2,2,2,2,2,2,2,2,0.132721272982715,1,1,1,2,3958.15268240285,26267.4175385502,0,0,0,0,1,0.953349502757192
"Feniseca","tarquinius",1,"1","41","41","41","41","41","41","41","41",2.72271150184158,"S4","N4","G5","99976",1553828.07690467,1968139.55165237,1692525.46010687,1402809.03527139,1998410.43420793,1857346.80393438,"secure",3,7,7,8,8,7,8,7,7,2.29194736693882,1,1,1,31,85672.7766834569,27842.2845972066,0,0,0,0,1,0.974566665710881
"Fraxinus","caroliniana",6,"1","21","21","21","21","21","21","21","21",0.180682090263148,"S2","N4","G4","65395",1775508.89497362,1881342.95980297,1775511.31631944,1775507.32044586,1881348.08525775,1881338.02117867,"threatened",1,1,1,1,1,1,1,1,1,0,1,1,1,3,2.12828030213315,5.0346401222603,0,0,0,0,1,0.91255406732671
"Fraxinus","profunda",6,"1","95","95","95","95","95","95","95","95",0.740592730122898,"S4","N4","G4","67411",1664827.30182047,1928290.39116434,1736755.65103265,1619435.13849772,1954085.24246052,1899365.69834971,"secure",2,3,3,2,2,2,2,2,2,0.64137263012738,1,1,1,5,56234.814823541,25491.1223416976,0,0,0,0,1,0.842126413248479
"Fuirena","pumila",6,"1","21","11","21","11","11","23","11","24",0.153542638116336,"S2","N4","G4","68818",1748708.76698643,1900524.95431876,1788902.83599405,1685525.12012413,1913158.31217019,1880510.19450308,"threatened",1,4,4,4,4,4,4,4,4,0.12029963076562,1,1,1,4,47996.7107285244,14075.9829543401,0,0,0,0,1,0.402654974954203
"Galium","concinnum",6,"1","21","95","95","95","95","41","21","41",1.18116223335117,"S4","N5","G5","69531",1586105.37297427,1939220.19576637,1617325.23828687,1548118.04501815,1984701.60827097,1893269.76998411,"secure",1,3,3,3,3,3,3,3,3,0.454481578836146,1,1,1,3,35096.4074088362,45717.7235130964,0,0,0,0,1,0.805396179202944
"Gentiana","andrewsii",6,"1","43","90","43","43","43","90","11","11",1.05898122136501,"S2","N5","G5","69170",1628009.30773037,1955103.49080013,1638174.27985853,1615015.43971885,2009978.43926022,1912686.27388347,"threatened",1,3,3,3,3,3,3,3,3,0.579653585042708,1,1,1,3,11835.749156391,49828.0811122642,0,0,0,0,1,0.598556930664927
"Gentiana","linearis",6,"1","90","90","90","90","90","90","90","90",2.08263370241579,"S3","NNR","G4","28949",1411058.3597139,1961014.49373547,1419761.11301894,1402355.60640885,1963590.39573299,1958438.59173794,"threatened",1,1,1,1,1,1,1,1,1,0.157323809518681,1,1,1,2,12307.551753985,3642.87554024316,0,0,0,0,1,0.644606973277405
"Gentianopsis","crinita",6,"1","82","82","82","82","21","82","41","21",1.22322719130243,"S1","N4","G5","31246",1618960.9770779,1994380.17723519,1635350.08182489,1612816.64647013,2005548.00556486,1983310.34648302,"threatened",2,5,5,5,5,5,5,5,5,0.417373875834401,1,1,1,13,5882.39739280104,6920.30519086468,0,0,0,0,1,0.240690304199234
"Geranium","robertianum",6,"1","41","22","22","41","22","41","41","22",1.27173180358775,"S1","N4","G5","44474",1617676.60460649,1949011.61460983,1628206.55741713,1607146.65179585,1966554.55983836,1931468.6693813,"threatened",1,2,2,2,2,2,2,2,2,0.0941748517329984,1,1,1,2,14891.6020759582,24809.4710661542,0,0,0,0,1,0.839795862557366
"Geum","vernum",6,"1","41","41","41","41","41","41","41","41",1.34636407143997,"S5","NNR","G5","38444",1612524.82593847,1964139.14366953,1658468.41887974,1527361.16405022,2017241.75123654,1931427.5277905,"secure",1,4,4,4,4,4,4,4,4,1.43196259747943,1,1,1,18,28663.4488642597,22246.8788037378,0,0,0,0,1,0.543716977816075
"Glaucopsyche","lygdamus",1,"1","41","41","41","41","41","41","41","41",3.76875214218224,"S2","N5","G5","103786",1482499.7598537,1985929.19286313,1492300.58391243,1472087.56559452,1993539.9542434,1979794.10295232,"threatened",1,4,4,4,4,4,4,4,4,2.88985554228031,1,1,1,19,4996.66090623778,4310.02047417061,0,0,0,0,1,0.863714245380834
"Gleditsia","triacanthos",6,"1","41","41","41","41","41","41","41","41",0.985731390262499,"S3","N5","G5","32363",1629470.20151135,1961986.97930837,1783938.33971501,1443545.90628714,2013106.39993303,1844527.67949375,"threatened",3,12,11,11,11,11,11,11,11,1.01694103442189,1,1,1,55,50412.2929018866,32048.4865345794,0,0,0,0,1,0.416982704773545
"Glyceria","septentrionalis",6,"1","22","22","22","22","22","22","22","22",0.282031475958664,"S4","NNR","G5","46391",1721404.01935817,1931791.89340655,1729734.15021236,1677771.08876741,2007734.77794867,1896357.4745254,"secure",1,4,4,4,4,4,4,4,4,0.370459866074793,1,1,1,8,17826.1573306379,38335.3058222417,0,0,0,0,1,0.464380142744631
"Helenium","flexuosum",6,"1","41","41","41","41","41","41","41","41",1.06499322220111,"S4","NNR","G5","50801",1633923.87156593,1945759.12088905,1763678.92650325,1489383.14348173,2007734.77794867,1866276.37473721,"secure",2,7,7,8,8,8,8,8,8,0.611633403277529,1,1,1,13,62442.136310553,45671.1732280515,0,0,0,0,1,0.249171759467572
"Hemileuca","maia",1,"1","41","41","41","41","41","41","41","41",0.964532593908932,"S4","N5","G5","91452",1626832.8347124,1924316.26212812,1766095.08713174,1466227.59557365,1990618.48561904,1858583.4125211,"secure",1,7,7,7,7,7,7,7,7,1.12695542648663,1,1,1,13,127482.73277126,54212.3965338445,0,0,0,0,1,0.313164193881676
"Hermeuptychia","sosybius",1,"1","41","41","41","41","41","41","41","41",1.13873050733537,"S2","N5","G5","101911",1574033.68382974,1898292.8453362,1675169.80079304,1404195.20311524,1982159.29964015,1862959.76471406,"threatened",1,8,8,8,8,8,8,8,8,0.833826435439113,1,1,1,29,83014.8108768232,36502.7325238963,0,0,0,0,1,0.538712384877726
"Hesperia","leonardus",1,"1","71","71","71","71","71","71","71","71",1.28416151179627,"S2","N4","G4","101267",1616364.27672087,1984381.22347883,1648696.00283282,1425876.94006066,1986216.63968635,1970302.38001126,"threatened",2,7,7,7,7,7,8,8,8,0.7382025173368,1,1,1,27,38863.7447665063,3806.48928005426,0,0,0,0,1,0.856092294678092
"Hesperia","metea",1,"1","41","41","41","41","41","41","41","41",1.89072607011889,"S3","N4","G4","99097",1593416.42685046,1990527.39178882,1623905.98918037,1480527.29011589,2005129.31847006,1979794.10295232,"threatened",2,10,10,10,9,9,9,9,9,1.86358116675015,1,1,1,26,55162.7769755458,7422.09857417573,0,0,0,0,1,0.680526746669784
"Hesperia","sassacus",1,"1","41","41","41","41","41","41","41","41",3.83422910000822,"S3","N4","G5","71449",1547146.28412202,1987804.64541257,1567721.18500079,1481890.29086554,1993138.88531442,1979845.03812605,"threatened",1,2,2,2,2,2,2,2,2,1.80210546387142,1,1,1,21,35249.1087569539,4861.79242243062,0,0,0,0,1,0.227498861262575
"Hibiscus","laevis",6,"1","11","11","11","11","11","11","11","90",1.10641405856509,"S3","N5","G5","21438",1585669.72710134,1947829.66198798,1682308.61912353,1502522.69909449,2019326.72433049,1873150.24062698,"threatened",3,10,10,10,10,10,10,10,10,0.636226285946338,1,1,1,49,33215.9075985856,23742.9070055626,0,0,0,0,1,0.777377931401134
"Hudsonia","tomentosa",6,"1","31","31","31","31","31","31","31","31",0.0176084389749225,"S4","N5","G5","912",1790084.94030949,1883974.26855918,1793789.39139899,1768208.22496003,1894811.06324715,1879826.46663213,"secure",2,5,5,5,5,5,5,5,5,0.0469343704387784,1,1,1,8,8898.13110530184,4753.03804080853,0,0,0,0,1,0.543492102529854
"Hydrocotyle","ranunculoides",6,"1","90","41","90","90","90","90","90","90",1.10641693930696e+34,"S4","NNR","G5","57500",1671030.20183364,1943534.53176739,1794885.84312376,1598111.44846704,2024463.20360285,1868390.50704626,"secure",2,11,12,11,11,11,11,11,11,3.17381083130848e+34,1,1,1,36,55966.2263555194,40400.346678088,0,0,0,0,1,0.146872440353036
"Hydrocotyle","verticillata",6,"1","22","22","22","22","22","22","22","22",0.1980381929372,"S4","N4","G5","50528",1686171.17635937,1937484.90960765,1772034.25175617,1607555.53537188,1986680.39458464,1872976.20969015,"secure",1,5,5,5,5,5,5,5,5,0.199419183802674,1,1,1,12,45495.8825797261,34659.3871117601,0,0,0,0,1,0.573609586805105
"Hypagyrtis","esther",1,"1","21","21","21","21","21","21","21","21",0.914256908444435,"S5","NNR","G5","92599",1648387.07084247,1943180.15553638,1773310.64413255,1492921.83035217,2012742.81246767,1858800.17495661,"secure",3,12,11,11,11,11,11,11,11,1.03014433539704,1,1,1,45,56718.4288575514,41893.3028246186,0,0,0,0,1,0.864907631184906
"Hypericum","gymnanthum",6,"1","90","90","90","90","90","90","90","90",0.313157349593464,"S3","N4","G4","64005",1728277.81342502,1918166.12648859,1728277.81342502,1728277.81342502,1918166.12648859,1918166.12648859,"threatened",1,1,1,1,1,1,1,1,1,0,1,1,1,2,0,0,0,0,0,0,1,0.872989846160635
"Ilex","decidua",6,"1","90","90","90","90","41","41","41","41",1.48644762650397e+34,"S2","N5","G5","68296",1661222.2323104,1915328.45639388,1709460.57370348,1599019.49312424,1950071.27457254,1846064.77709142,"threatened",1,4,4,4,4,4,4,4,4,2.5599071663101e+34,1,1,1,6,49551.3635886438,39922.3618768872,0,0,0,0,1,0.126770717091858
"Iris","cristata",6,"1","21","41","41","21","21","41","41","21",0.698878565210304,"S1","N5","G5","3166",1630752.09761219,1948702.05198987,1663116.65992405,1597025.86829348,1988946.12472594,1910422.26779813,"threatened",2,5,5,5,5,5,5,5,5,0.164424659653946,1,1,1,7,22602.3377840551,29143.6175640297,0,0,0,0,1,0.0575643198098987
"Iris","prismatica",6,"1","24","24","95","24","24","24","24","95",0.615437352518011,"S2","N4","G4","69721",1672138.69077363,1995781.36202091,1677771.08876741,1666506.29277984,2007734.77794867,1983827.94609316,"threatened",1,2,2,2,2,2,2,2,2,0.810573655235477,1,1,1,2,7965.41363149192,16904.682921714,0,0,0,0,1,0.633338060928509
"Jeffersonia","diphylla",6,"1","41","41","41","41","41","41","41","41",1.51926144109664,"S5","N5","G5","37024",1554991.55004887,1960874.59308771,1629700.2925802,1432228.7054843,1996732.76007777,1930889.21147314,"secure",2,6,6,6,6,6,6,6,6,1.07262811454852,1,1,1,37,44759.6870027293,21476.4359631529,0,0,0,0,1,0.51238477579318
"Juglans","cinerea",6,"1","41","41","41","41","41","41","41","41",1.60294218440653,"S2","N3","G3","28365",1615663.65421384,1994354.32910803,1696509.92593458,1417482.05396131,2034208.89770148,1930120.92906212,"threatened",1,7,7,7,7,7,7,7,7,1.50705479138101,1,1,1,30,58662.9090446884,29009.092508977,0,0,0,0,1,0.599423154024407
"Juncus","brachycarpus",6,"1","22","90","22","22","22","90","22","22",0.429090932322547,"S4","N4","G4","69974",1672714.12837641,1912653.02847805,1707253.9768943,1638174.27985853,1912686.27388347,1912619.78307263,"secure",1,2,2,2,2,2,2,2,2,0.179221248744002,1,1,1,2,48846.7222163001,47.0161032341371,0,0,0,0,1,0.0893991130869836
"Juncus","caesariensis",6,"1","95","43","52","43","90","52","52","90",0.636421782552777,"S1","N2","G2","70084",1638635.05236944,1891328.22092426,1640384.74029472,1637756.47514009,1891976.8858866,1890123.92469733,"threatened",2,3,3,3,3,3,3,3,3,0.226227104022615,1,1,1,3,1515.27879091087,1043.98796395501,0,0,0,0,1,0.732297783019021
"Juncus","coriaceus",6,"1","90","11","90","90","21","21","21","21",0.150023629427831,"S4","N5","G5","68316",1726376.44004674,1893873.75816159,1788616.6506792,1610769.18324981,1933156.84198563,1865094.49562456,"secure",2,5,4,4,5,5,5,5,5,0.104942005888263,1,1,1,10,64635.6674356494,24317.2506779992,0,0,0,0,1,0.845687347231433
"Juncus","longii",6,"1","23","23","23","23","23","23","23","23",0.775932117654471,"S1","N3","G3","69055",1629487.6883721,1925369.57737582,1637763.94167351,1623916.51679741,1943000.64712445,1891976.8858866,"threatened",1,4,4,4,4,4,4,4,4,0.339534946349928,1,1,1,8,4557.72559150172,21246.1238020068,0,0,0,0,1,0.131689955713227
"Juncus","pelocarpus",6,"1","95","90","90","11","11","11","90","90",0.542867698450313,"S1","N4","G5","69676",1658982.88868566,1954599.58556948,1661332.12817476,1653765.59999393,1958143.44467722,1947935.80069767,"threatened",2,3,2,2,3,2,3,3,3,0.440040338422828,1,1,1,4,3568.6999123085,4549.71482884456,0,0,0,0,1,0.428628521505743
"Juncus","torreyi",6,"1","95","95","95","95","90","95","90","90",0.299047358445995,"S1","N5","G5","70008",1652340.28631919,1948257.10998832,1666506.29277984,1638174.27985853,1983827.94609316,1912686.27388347,"threatened",1,2,2,2,2,2,2,2,2,0.363130634619689,1,1,1,2,20033.7584613234,50304.7588444216,0,0,0,0,1,0.879239349160343
"Kalmia","angustifolia",6,"2","11","11","11","11","11","11","90","90",0.32378563244327,"S3","NNR","G5","43399",1698065.73917163,1938522.47296222,1731480.44740074,1614149.14217354,2019715.73343757,1865823.03754771,"threatened",3,4,4,5,5,5,5,4,4,0.251093060221986,1,1,1,7,48060.3618109476,45098.6258379952,0,0,0,0,1,0.862495122943074
"Krigia","dandelion",6,"1","41","41","41","41","41","41","41","41",0.348223422905262,"S2","N5","G5","40987",1622619.56555175,1918994.70072114,1685525.12012413,1598985.26093179,1978023.13275801,1873440.97846741,"threatened",1,7,7,7,7,7,7,7,7,0.265124220313568,1,1,1,11,24412.3922621657,38385.8366051146,0,0,0,0,1,0.0434601076412946
"Larix","laricina",6,"1","90","90","90","90","90","90","90","90",2.38244754395095,"S1","N5","G5","45197",1441718.7272727,1982971.96439889,1442068.11759643,1441538.05318242,1982987.75533828,1982957.29518361,"threatened",1,2,2,2,2,2,2,2,2,0,1,1,1,3,302.639961541681,15.2610273006329,0,0,0,0,1,0.735469206701964
"Lathyrus","venosus",6,"1","41","41","41","41","21","41","21","21",4.13323468609221,"S4","N5","G5","64471",1483202.90890984,1987803.64314779,1485343.95899257,1481061.85882711,1990901.89814631,1984705.38814927,"secure",1,2,2,2,2,2,2,2,2,2.99948399492851,1,1,1,2,3027.90206471946,4381.59423859774,0,0,0,0,1,0.0820452012121677
"Lechea","mucronata",6,"1","41","21","41","41","21","41","41","21",0.185112866843638,"S4","N5","G5","64869",1727023.34718489,1915996.99498856,1731435.5402087,1722611.15416109,1925568.11683297,1906425.87314416,"secure",1,2,2,2,2,2,2,2,2,0.133168662052687,1,1,1,2,6239.78321407123,13535.6103194844,0,0,0,0,1,0.793639704119414
"Leersia","lenticularis",6,"1","90","90","90","90","90","90","90","90",0.183078742616162,"S1","NNR","G5","31113",1778053.31862398,1881712.7982102,1780844.16147824,1775584.22978879,1882186.97858415,1881279.23410686,"threatened",1,2,2,2,2,2,2,2,2,0.00726694389693604,1,1,1,3,2644.68610254567,455.233204075024,0,0,0,0,1,0.0302854820620269
"Lespedeza","angustifolia",6,"1","21","21","21","21","21","21","21","21",0.185508284006609,"S4","NNR","G5","64950",1729867.2397722,1909149.07525699,1730936.28842359,1726688.42039268,1910025.49097909,1908848.47231463,"secure",2,3,3,3,3,3,3,3,3,0.0228274216818958,1,1,1,4,2119.25134109031,584.397138542078,0,0,0,0,1,0.532904425403103
"Lespedeza","capitata",6,"1","42","42","42","42","82","82","82","82",0.538785132711393,"S4","N5","G5","61440",1692142.97163424,1943181.15760089,1778745.04410354,1594350.44666521,2007734.77794867,1865287.55066884,"secure",2,6,6,6,6,6,6,7,7,0.592673244243859,1,1,1,8,65065.9537487546,52211.3669344267,0,0,0,0,1,0.233643459388986
"Lethe","anthedon",1,"1","41","41","41","41","41","41","41","41",1.39919802705512,"S4","N4","G5","92751",1596433.15107294,1959977.7565653,1707484.58962085,1396894.55854404,2017581.62355737,1865000.12260789,"secure",7,14,14,14,14,15,15,15,15,1.46530154796379,1,1,1,431,63421.006929687,27823.0184252754,0,0,0,0,1,0.488019962562248
"Lethe","appalachia",1,"1","90","90","90","90","90","90","90","90",1.06422211827018,"S4","N4","G4","100925",1610399.38070852,1952535.54761662,1771169.28950024,1403425.22644166,2018906.76826297,1856728.9218388,"secure",5,13,13,12,12,12,12,12,12,1.06455080272099,1,1,1,198,84833.6338130106,35420.4322119195,0,0,0,0,1,0.119664937490597
"Liatris","spicata",6,"1","81","81","81","81","81","81","81","81",0.79120401970689,"S1","N4","G5","54399",1625622.34185117,1977173.26386313,1642857.04099086,1612853.83810094,1985928.07373161,1959756.74881925,"threatened",1,4,4,4,4,4,4,4,4,0.239983595289133,1,1,1,5,10802.4562218743,12077.0045567196,0,0,0,0,1,0.858849955257028
"Limenitis","archippus",1,"1","21","21","21","21","21","21","21","21",5.32741246557253e+31,"S5","N5","G5","89592",1641772.21863731,1951903.40190271,1793132.10564383,1403920.79253372,2032341.14628419,1860537.12032496,"secure",9,14,14,15,15,15,15,15,15,8.07942103310482e+32,1,1,1,230,48801.5893874709,33363.4790208601,0,0,0,0,1,0.455273074097931
"Limenitis","arthemis",1,"1","41","41","41","41","41","41","21","41",6.62377539050222e+31,"S5","N5","G5","72725",1608144.07855904,1960257.97383171,1773908.94559709,1401952.171417,2026380.95614684,1858225.93676337,"secure",5,13,13,13,13,13,14,13,13,1.28722857468813e+33,1,1,1,440,60427.2639351556,31140.7950822768,0,0,0,0,1,0.196552568348125
"Limnobium","spongia",6,"1","21","21","21","21","21","21","21","21",0.0368582058846561,"S1","N4","G4","29054",1726735.83783046,1895813.01449496,1726800.57536606,1726671.10029486,1895856.0212503,1895770.00773963,"threatened",1,1,1,1,1,1,1,1,1,0,1,1,1,2,91.55270083844,60.8207366700982,0,0,0,0,1,0.527024331735447
"Limonium","carolinianum",6,"1","24","24","24","24","23","24","23","24",0.0178311428689788,"S4","N5","G5","49119",1758980.30408748,1871606.42828211,1794637.65436636,1681809.06863905,1897694.80570157,1846970.6871597,"secure",2,6,6,6,6,5,5,5,5,0.0165749755360618,1,1,1,13,35827.7617866113,19326.6757123888,0,0,0,0,1,0.0348933837376535
