species.i.	n.gps	CHELSA_bio10_1	CHELSA_bio10_2	CHELSA_bio10_3	CHELSA_bio10_4	CHELSA_bio10_5	CHELSA_bio10_6	CHELSA_bio10_7	CHELSA_bio10_8	CHELSA_bio10_9	CHELSA_bio10_10	CHELSA_bio10_11	CHELSA_bio10_12	CHELSA_bio10_13	CHELSA_bio10_14	CHELSA_bio10_15	CHELSA_bio10_16	CHELSA_bio10_17	CHELSA_bio10_18	CHELSA_bio10_19	CHELSA_bio10_1SD	CHELSA_bio10_2SD	CHELSA_bio10_3SD	CHELSA_bio10_4SD	CHELSA_bio10_5SD	CHELSA_bio10_6SD	CHELSA_bio10_7SD	CHELSA_bio10_8SD	CHELSA_bio10_9SD	CHELSA_bio10_10SD	CHELSA_bio10_11SD	CHELSA_bio10_12SD	CHELSA_bio10_13SD	CHELSA_bio10_14SD	CHELSA_bio10_15SD	CHELSA_bio10_16SD	CHELSA_bio10_17SD	CHELSA_bio10_18SD	CHELSA_bio10_19SD	area	max_lat	min_lat	abs_max_lat	abs_min_lat	length_lat	median_lon	median_lat
Nomada fragariae	39	142.052631578947	81.0526315789474	254.5	8234.18421052631	304.368421052632	-14.5263157894737	318.078947368421	250.894736842105	34.1052631578947	253.078947368421	31.9210526315789	1023.60526315789	107.421052631579	72.1315789473684	12.1578947368421	316	220.947368421053	315.868421052632	230.026315789474	3.59389398406597	4.93715843660754	11.0300572148182	112.522635623852	5.28343179132644	5.34100325683047	7.99114908676373	16.3587970774372	15.1314768998971	3.11388849587178	4.71559562571508	51.8894560313189	6.11878622015559	3.1033639344774	0.789331423882457	15.1995732514774	10.3374087620956	14.9524851999847	10.8041204404698	1.62905060500002	39.4727	38.044	39.4727	38.044	1.42870000000001	-76.5175	38.5361
Nomada gracilis	10	96.5	82	258.8	8087.1	255.3	-60.5	315.7	176	-12.6	204.2	-13.5	1016.7	102.9	66.8	13.8	299.8	207.7	288.7	222.1	16.3452337599273	0	0.632455532033676	53.3925712685451	17.8390956422497	16.3452337599273	1.25166555703457	27.4104602904317	16.0291401308159	17.523317798484	16.3452337599273	22.2912538902593	2.46981780704569	2.39443799947573	0.632455532033676	6.30343821523883	6.12916525039639	9.67298643990917	5.36345659688476	0.0952281600000022	39.6473	38.536	39.6473	38.536	1.1113	-79.1149	39.6145
Nomada imbricata	570	138.300884955752	82.7274336283186	255.30796460177	8361.24778761062	303.18407079646	-20.5734513274336	323.690265486726	248.138053097345	37.4194690265487	250.33982300885	25.6654867256637	1047.02477876106	107.295575221239	71.7858407079646	12.2814159292035	316.021238938053	222.125663716814	315.569911504425	233.247787610619	4.58815340826071	3.6534314916897	7.40979012146328	143.535853811222	3.73569532610022	6.7590498526931	7.35435371371361	12.7969156203493	31.7514612898967	3.41169088875174	6.29783495827052	87.3800256836223	10.2193703344193	7.46660255865459	1.16407122693459	28.8625915935796	21.3786397455259	29.1892361055369	18.0192622375617	2.77509254499999	39.6783	38.1327	39.6783	38.1327	1.5456	-76.6684	38.9716
Nomada lehighensis	32	122.65625	82.40625	255.1875	8326.5625	286.59375	-36.3125	322.6875	224.40625	10.59375	234.34375	10.15625	1109.25	113.5625	73.03125	13.15625	330.78125	227.21875	327.21875	239.0625	21.2596989251282	1.89837579134409	4.88207716237206	191.844516597132	24.7149678756978	20.097243431585	6.08243107169621	38.7871440083255	19.3671810445636	23.8227451290541	19.7436954004187	79.2220236566705	7.55597392369004	5.39105815814633	1.27277636583154	22.2793617430442	18.4018483906794	26.9464635000827	12.7429613715231	2.43871314000001	39.6473	38.2173	39.6473	38.2173	1.43	-76.80345	39.4358
Nomada lepida	3	141	84.6666666666667	262	8295.33333333333	305.666666666667	-18	323.666666666667	252	30	252	29	1113.33333333333	115	77	12	343	237	343	253	1	0.577350269189626	0	74.0697869129737	1.52752523165195	1.73205080756888	3.21455025366432	0	1.73205080756888	0	1.73205080756888	30.2709982216202	4.58257569495584	0	1	15.0996688705415	1.73205080756888	15.0996688705415	3.60555127546399	0.00822197499999949	38.6891	38.4079	38.6891	38.4079	0.281200000000005	-77.0245	38.6812
Nomada luteola	31	141.967741935484	81.8387096774194	256.129032258065	8236.38709677419	303.903225806452	-15.0645161290323	318.967741935484	252.483870967742	47.5483870967742	252.483870967742	31.1612903225806	1084.93548387097	113.548387096774	76.8387096774194	12.3548387096774	334.41935483871	235.161290322581	334.41935483871	244.516129032258	2.316374623814	5.19035499231378	10.6387403248188	135.638902339841	4.67870949949291	5.08550544109411	9.04243282517761	1.63035717440352	34.5840413193498	1.63035717440352	3.69771798269823	43.8428523128312	6.19052345485915	4.38251658444132	1.08161567717849	16.1591546675528	12.7882674724232	16.1591546675528	10.5257492773418	0.881921384999994	39.3215	38.2509	39.3215	38.2509	1.0706	-76.5914	38.5361
Nomada luteoloides	492	133.14837398374	83.2378048780488	254.876016260163	8436.02032520325	299.837398373984	-26.7174796747967	326.664634146341	239.075203252033	23.9613821138211	246.308943089431	19.5548780487805	1073.21138211382	107.556910569106	71.9369918699187	12.0243902439024	316.270325203252	222.922764227642	314.69918699187	233.69512195122	9.27100122671756	2.91536306677867	6.08015653135375	123.189634062382	10.1092798680191	9.49838979544989	5.85250910282666	25.0743179474312	22.7388551184551	9.72797430162354	9.23902092888663	95.1944736481963	9.92039665868825	7.67425494077855	1.28575725749456	28.340490373293	22.7591240869904	28.9715598895433	21.0236152880857	3.20964310000001	39.7009	38.1587	39.7009	38.1587	1.54219999999999	-76.8119	39.30945
Nomada maculata	247	134.852459016393	82.0819672131148	253.512295081967	8362.02459016393	299.512295081967	-23.6475409836066	323.180327868852	243.282786885246	27.3073770491803	247.135245901639	22.2622950819672	1075.5737704918	110.02868852459	73.2295081967213	12.3360655737705	322.946721311475	226.032786885246	322.151639344262	237.52868852459	11.097155777781	6.39841822522793	13.659432459749	173.630417918579	12.9107354944332	12.3464542359319	11.0159005119686	23.5394326115682	25.0965171227531	11.7666853574583	11.2753077234392	80.4210031359698	9.03463823209808	6.26347027129839	1.26758027959956	24.5762697428526	18.6518611594553	24.9682423264736	17.3682932320821	3.72562966113501	39.7009	38.1141	39.7009	38.1141	1.5868	-76.8124	39.0233
Nomada obliterata	2	141	80	250	8341	304	-16	321	253	113	253	29	1100	115	78	11	335	243	335	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	38.905629	38.905629	38.905629	38.905629	0	-76.135361	38.905629
Nomada parallela	2	141	85	263	8290	306	-18	324	251	30	251	29	1126	113	79	11	338	243	338	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	38.5588	38.5588	38.5588	38.5588	0	-77.0559	38.5588
Nomada parva	132	140.160305343511	81.8091603053435	254.419847328244	8324.25190839695	304	-18	321.748091603053	248.114503816794	64.8702290076336	252.106870229008	28.3053435114504	1076.24427480916	112.603053435115	75.4045801526718	11.9770992366412	329.229007633588	231.496183206107	328.572519083969	238.847328244275	4.02648308824144	3.18195514114489	6.6320366966523	109.387760777285	3.52572960261692	5.6731486305768	5.85641464411905	20.2900662399397	43.6324503352132	3.41321393410273	5.35349365407012	67.3005991061519	8.41398048059847	6.86213537739943	1.09168640788152	23.9607258415472	20.4425551789178	25.9923155905596	17.2691246415021	1.892438365	39.6548	38.1862	39.6548	38.1862	1.4686	-76.41415	38.8
Nomada perplexa	23	138.695652173913	84.4347826086957	259.521739130435	8371.04347826087	304.739130434783	-20.8695652173913	325.608695652174	250.782608695652	26.6521739130435	250.782608695652	25.9130434782609	1100	113.869565217391	74.7391304347826	12.6521739130435	336.391304347826	229.565217391304	336.391304347826	244.565217391304	3.39029071706912	0.589767824619589	2.67767818721898	68.1912272822602	2.71724110256822	3.89993412329079	1.99406233227054	2.85969676935304	4.48845686837788	2.85969676935304	4.23097929216759	52.9347797680401	4.85521601266558	3.65833284563969	0.982052380207062	14.2915713571919	11.5003007350263	14.2915713571919	10.9495790162184	0.274174664999998	39.4072	38.4079	39.4072	38.4079	0.999300000000005	-76.8224	38.7139
Nomada placida	2	127	83.5	256.5	8359	291.5	-33	324.5	222.5	14.5	238.5	13.5	936.5	97	60.5	14.5	285.5	186	274.5	198	18.3847763108502	0.707106781186548	0.707106781186548	77.7817459305202	20.5060966544099	18.3847763108502	2.12132034355964	41.7193000900063	17.6776695296637	19.0918830920368	17.6776695296637	91.2167747730646	14.142135623731	9.19238815542512	0.707106781186548	34.6482322781408	26.8700576850888	50.2045814642449	26.8700576850888	NA	39.6142	38.9431	39.6142	38.9431	0.671099999999996	-77.6501	39.27865
Nomada pygmaea	1010	131.172619047619	81.6517857142857	253.727182539683	8313.57341269841	294.551587301587	-26.9255952380952	321.478174603175	237.024801587302	47.719246031746	242.800595238095	19.1369047619048	1102.30456349206	113.340277777778	75.9265873015873	12.1666666666667	331.354166666667	234.001984126984	329.219246031746	242.561507936508	17.6290803213013	5.08231905891377	10.6092451484576	177.617003599561	19.6553046391328	18.0063273564815	9.40565021935892	30.9289216205808	50.4393561230142	19.1166626820208	17.2484360830678	82.6695933662224	8.66812150407205	7.2605480888473	1.33250553581557	24.7082793617217	21.5232719949861	27.3544999216808	16.7229954395924	3.89366530500001	39.7009	37.9938	39.7009	37.9938	1.7071	-76.6074	38.9782
Nomada sayi	6	140.5	84.6666666666667	260.166666666667	8374.33333333333	306.833333333333	-19.5	326.333333333333	252.333333333333	28.3333333333333	252.333333333333	27.5	1109.16666666667	114.333333333333	76.6666666666667	12	340	235.666666666667	340	249.166666666667	1.6431676725155	0.816496580927726	3.54494945897211	67.8370596847082	1.16904519445001	1.87082869338697	1.36626010212795	1.50554530541816	2.25092573548455	1.50554530541816	1.87082869338697	60.3503659199069	6.25033332444492	4.08248290463863	0	17.5613211348122	12.225656083281	17.5613211348122	11.5657540466096	0.00653827999999719	39.2518	38.6786	39.2518	38.6786	0.5732	-77.04515	38.6939
Nomada seneciophila	4	141	85	263	8290	306	-18	324	251	30	251	29	1126	113	79	11	338	243	338	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.5623	38.5623	38.5623	38.5623	0	-77.056	38.5623
Nomada subrutila	2	138.5	83.5	256.5	8406.5	305	-21	326	251	25.5	251	25.5	1064	111	72	13	324	220.5	324	234.5	3.53553390593274	0.707106781186548	0.707106781186548	30.4055915910215	2.82842712474619	4.24264068711928	1.4142135623731	2.82842712474619	3.53553390593274	2.82842712474619	3.53553390593274	65.0538238691624	7.07106781186548	2.82842712474619	0	18.3847763108502	7.77817459305202	18.3847763108502	9.19238815542512	NA	39.0465	38.891	39.0465	38.891	0.155500000000004	-76.6726	38.96875
Nomada sulphurata	110	140.672727272727	80.4545454545455	250.245454545455	8321.53636363636	303.872727272727	-16.6545454545455	319.927272727273	252.690909090909	86.3636363636364	252.690909090909	29.1818181818182	1103.43636363636	115.336363636364	78.2	11.4	335.845454545455	242.109090909091	335.845454545455	245.245454545455	1.47833957756289	3.39626444447632	7.32869985294883	102.368615932521	2.94322138596	3.58753285606248	6.06495284764881	0.906100168080493	43.0096484316622	0.906100168080493	2.94032956457099	23.6664618785362	3.79346921351616	2.53344599781665	0.768651864027789	8.98029071640367	8.49861883494909	8.98029071640367	5.3298301324746	1.21345461	39.3524	38.2351	39.3524	38.2351	1.1173	-76.1136	38.8638
Nomada texana	3	137	84	257	8427	304	-23	327	250	24	250	24	1115.66666666667	116.666666666667	73	13.3333333333333	340.666666666667	226	340.666666666667	246.333333333333	0	0	0	0	0	0	0	0	0	0	0	25.4034118443435	2.88675134594813	1.73205080756888	0.577350269189626	8.08290376865476	5.19615242270663	8.08290376865476	5.77350269189626	1.26500000005414e-06	39.0181	39.0164	39.0181	39.0164	0.00169999999999959	-76.8512	39.0165
Nomada valida	1	140	84	257	8393	306	-19	326	253	28	253	27	1034	111	69	14	324	212	324	226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.8773	38.8773	38.8773	38.8773	0	-76.6745	38.8773
Nomada vegana	2	136	84	257	8420	303	-24	327	249	23	249	23	1162	122	77	13	355	237	355	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	39.0072	39.0072	39.0072	39.0072	0	-76.8206	39.0072
Osmia albiventris	1	126	83	252	8576	296	-35	331	242	11	242	11	1271	124	82	11	358	261	358	261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.7099	39.7099	39.7099	39.7099	0	-76.1543	39.7099
Osmia atriventris	569	137.337434094903	81.9015817223199	253.731107205624	8340.20386643234	301.490333919156	-20.7592267135325	322.284710017575	245.414762741652	32.1476274165202	249.30755711775	25.0070298769772	1079.40597539543	111.79086115993	73.4903339191564	12.6080843585237	327.817223198594	226.27065026362	327.017574692443	239.824253075571	7.75450943928605	7.33509898169169	15.480443103035	178.469472827998	9.69156349002881	10.0484752942426	12.3065221584261	20.5704781278938	27.3776921403423	7.78351199566162	8.5680757655853	69.1850094139769	7.92039092412115	5.65346036944322	1.18945100067718	20.7187313704228	17.2111125183315	20.7988278487557	16.4704400872665	3.85992544	39.7099	38.0674	39.7099	38.0674	1.6425	-76.8703	38.9767
Osmia bucephala	285	136.978798586572	83.7420494699647	257.660777385159	8367.57597173145	302.625441696113	-22.2932862190813	325.021201413428	244.6925795053	33.2968197879859	249.116607773852	24.3109540636042	1072.53356890459	110.180212014134	72.8551236749117	12.4098939929329	324.434628975265	224.469964664311	322.957597173145	237.844522968198	7.33684783405924	2.88193788925855	6.19122996435633	112.327300329521	7.47911911692852	8.23989973683583	5.66182713395152	19.1244760199821	29.2386285792939	7.09938363708175	8.09882139275729	83.9761117479843	8.36825502440456	6.66872133337711	1.2123073025495	23.0096757812976	20.2134439059195	23.8646813999145	18.7307498354789	3.32787948	39.716	38.2334	39.716	38.2334	1.4826	-77.007	38.8597
Osmia caerulescens	3	125.666666666667	83	255.666666666667	8405	291.333333333333	-34.6666666666667	326	216.333333333333	12.6666666666667	238	12.3333333333333	910.333333333333	92.6666666666667	57	14.3333333333333	273.666666666667	177	259.333333333333	193.666666666667	9.8657657246325	1	2.08166599946613	55.0181788139157	11.3724814061547	10.1159939369957	1.73205080756888	29.1947483861967	9.81495457622364	10.5830052442584	10.1159939369957	107.783734085127	12.0554275466834	7	0.577350269189626	36.5558932777375	22.5166604983954	46.5008960487143	27.0616579930597	0.285878590000003	39.6954	38.9963	39.6954	38.9963	0.699100000000001	-77.9429	39.6789
Osmia chalybea	2	140	41	159	7603	268	9	258	247	147	247	38	1064	116	79	12	328	241	328	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	38.3907	38.3907	38.3907	38.3907	0	-75.1095	38.3907
Osmia collinsiae	202	139.722772277228	81.4851485148515	253.267326732673	8307.05445544554	303.019801980198	-17.8168316831683	320.79702970297	249.668316831683	38.6039603960396	251.282178217822	27.8168316831683	1058.09405940594	110.252475247525	73.2029702970297	12.490099009901	324.460396039604	224.925742574257	324.029702970297	237.232673267327	5.32920016191875	8.41712760046503	17.622289757596	189.277868351564	8.60750592038997	8.8199860031582	13.8435965436297	12.4470574811447	31.5293685119857	5.20854437777433	6.51680673423184	57.5358513745081	7.41657541305913	5.30496726668562	1.08007784411692	18.5571837973637	15.5777437452318	19.033071738735	14.1997239753909	3.35914667	39.6667	37.9943	39.6667	37.9943	1.6724	-77.0196	38.6929
Osmia conjuncta	29	137.275862068966	83.2758620689655	256.172413793103	8382.48275862069	302.931034482759	-21.7931034482759	324.724137931034	245.551724137931	38.8965517241379	249.689655172414	24.2413793103448	1028.13793103448	106.310344827586	69.8620689655172	12.6551724137931	310.068965517241	214.413793103448	308.965517241379	224.724137931034	5.89731507748676	2.01594628124536	1.69176504441877	115.548264711472	4.56642275186699	7.40838959917754	5.02775547567229	15.3520268715254	36.6736036130954	4.96490143964799	7.14970115466271	39.6734205176022	5.29894496423487	3.961638711542	1.26140120696236	13.1119657305912	10.8907471912737	14.7925723606253	9.16085052088559	0.143470005000001	39.4671	38.3863	39.4671	38.3863	1.0808	-76.7715	39.0277
Osmia cornifrons	598	118.267558528428	83.1605351170569	257.102006688963	8309.84113712375	282.357859531773	-40.7391304347826	323.085284280936	215.816053511706	6.65551839464883	229.409698996656	5.99665551839465	1076.75752508361	108.73745819398	70.7976588628762	13.1555183946488	318.702341137124	219.478260869565	313.752508361204	233.90635451505	21.4206959613774	1.10016644755808	2.49380391029522	188.498554473425	25.6627208150622	19.8297318499075	6.15362383213807	39.4828327278014	19.898445550481	24.228553822809	19.6508038677379	97.1472991073235	10.1362395222466	7.92896823196207	1.25516473342597	30.3845541935104	23.9090689952566	32.9728930655875	21.2596123043529	2.582537115	39.7009	38.4079	39.7009	38.4079	1.293	-77.1687	39.3922
Osmia distincta	28	130.25	83.75	255.821428571429	8449.60714285714	297.392857142857	-30.0357142857143	327.357142857143	228.678571428571	16.6785714285714	243.392857142857	16.4285714285714	1076.17857142857	108.571428571429	70.1071428571429	12.6785714285714	318	217.428571428571	311.607142857143	231.035714285714	8.09034632779733	0.518187725171601	1.65671632898001	56.3766035565414	8.26119570627367	8.27974835391951	1.66030532029918	27.4078301483199	8.48114934309579	8.16196819815692	8.39500985563391	125.495478322388	12.5828471471302	9.44904183155052	1.54088890720215	34.8977341936672	29.4170882203708	40.1158870216575	28.4598250207488	1.00803825999999	39.7099	38.8693	39.7099	38.8693	0.840599999999995	-76.8211	39.1442
Osmia georgica	212	136.142857142857	76.5714285714286	242.4	8233.85238095238	295.566666666667	-18.1666666666667	313.804761904762	242.995238095238	57.7666666666667	247.42380952381	25.4857142857143	1117.56666666667	116.871428571429	77.6333333333333	12.6285714285714	340.147619047619	238.928571428571	338.757142857143	247.847619047619	9.80081880324006	11.5831565083025	24.0860101545994	282.779729177214	12.2415026024141	15.2188448194846	19.7577427422365	20.6815678792262	54.1957097944809	9.48059739915607	11.8286120438741	81.1806293234567	9.55556116330126	7.31020348281274	1.41932757754702	24.3393496559042	21.6078499570781	25.75952597391	19.1049886780931	4.03014050103	39.7099	38.0671	39.7099	38.0671	1.64279999999999	-76.608	38.8991765
Osmia inspergens	3	142	60.6666666666667	209	7837	285	0	286	250	121.666666666667	250	37.3333333333333	1111.66666666667	122.333333333333	82	12.6666666666667	350.333333333333	248.666666666667	350.333333333333	254	0	16.7431578064991	38.1051177665153	251.147367097487	13.856406460551	10.3923048454133	24.2487113059643	1.73205080756888	5.77350269189626	1.73205080756888	2.88675134594813	2.3094010767585	2.88675134594813	0	0.577350269189626	4.61880215351701	0.577350269189626	4.61880215351701	3.46410161513775	0	38.3887	38.2351	38.3887	38.2351	0.153599999999997	-75.4551	38.2351
Osmia lignaria	123	139.235772357724	82.5772357723577	255.162601626016	8356.73983739837	304	-19.5040650406504	323.50406504065	249.943089430894	44.3252032520325	251.422764227642	26.6991869918699	1076.93495934959	111.772357723577	74.2439024390244	12.3414634146341	327.821138211382	227.991869918699	327.520325203252	239.089430894309	3.89004888673611	5.31315739243086	11.2018543427884	129.339167637724	5.09258541700659	6.168898703079	8.86360580859512	11.2732825110481	36.3136374001399	3.21116936486654	5.0342026235454	67.7180436808193	7.52788587234494	5.92347575111187	1.27927533465132	19.9885346317994	17.966040796029	20.0619326306561	15.7953137530949	1.97935152000001	39.5617	38.3035	39.5617	38.3035	1.2582	-76.812	38.8
Osmia proxima	1	141	85	262	8345	307	-18	326	253	30	253	29	1049	109	72	12	324	221	324	236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.6819	38.6819	38.6819	38.6819	0	-77.0956	38.6819
Osmia pumila	2555	139.453260015711	79.5545954438335	249.167321288295	8278	301.161822466614	-16.8499607227023	318.085231736057	249.701099764336	50.3876669285153	250.889630793401	28.1410054988217	1081.04124116261	113.386488609584	74.8731343283582	12.6732128829537	332.129615082482	229.943833464258	331.787509819324	240.895915161037	5.18016990952038	9.65517280931432	19.7864902128572	241.403126632887	8.72418063532959	10.3650213687614	16.5509335287528	11.1448321504787	43.1162287751193	4.59503388944696	7.49471009322588	59.5586870095516	8.11207582241402	5.57393676640298	1.31009577157339	21.0559664651389	16.4930058187489	21.6548931644004	13.6911687297223	3.934153975	39.7057	37.9914	39.7057	37.9914	1.7143	-76.8063	38.7109
osmia sandhouseae	1	136	84	257	8440	303	-24	327	249	23	249	23	1108	115	73	13	335	224	335	242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.0742	39.0742	39.0742	39.0742	0	-76.8047	39.0742
Osmia sandhouseae	19	142	65.1052631578947	218.157894736842	7963.36842105263	289.947368421053	-4.10526315789474	294.210526315789	251	106.526315789474	251	35.3684210526316	1094.57894736842	119.684210526316	78.6842105263158	13.4736842105263	345.157894736842	240.789473684211	345.157894736842	246.263157894737	2.96273147243853	15.8706393375458	36.4497571366619	330.234968625256	13.7496411436425	12.5250625939536	25.7284514958493	2.28521820013368	52.1145836072918	2.28521820013368	6.70994722876905	51.5626003454632	9.57457647208915	4.63144603743375	1.46698561125382	25.5087417649861	13.5013536250112	25.5087417649861	14.1375862518762	1.44521432802501	39.2366	37.9914	39.2366	37.9914	1.2452	-75.9407	38.3
Osmia simillima	48	133	82	248	8575	301	-29	330	248	17	248	17	1037	104	66	12	300	208	300	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.6693	39.6693	39.6693	39.6693	0	-75.829	39.6693
Osmia subfasciata	14	138.071428571429	84.5	258.5	8393	304.571428571429	-22	326.214285714286	250.214285714286	25.5714285714286	250.214285714286	24.9285714285714	1034.28571428571	106.714285714286	68.6428571428571	13.2142857142857	314.5	212	314.5	228.857142857143	2.86797397569691	0.75955452531275	2.37778177170365	62.9419757212332	2.02728639069326	3.46410161513775	1.80506004283563	1.92867317598919	3.75631336683857	1.92867317598919	3.54019307848697	86.8734079623276	9.79347169864129	6.22163894876512	0.974961255922229	26.8979553126255	18.127751780499	26.8979553126255	18.9325001106447	0.200951339999999	39.2054	38.4571	39.2054	38.4571	0.7483	-76.9251	38.9767
Osmia taurus	2597	136.243930635838	82.0635838150289	253.28323699422	8376.73179190751	301.168015414258	-22.4420038535645	323.5591522158	246.593834296724	30.9206165703276	248.780732177264	23.5830443159923	1110.45549132948	114.85549132948	74.678612716763	12.7749518304432	335.561849710983	230.535260115607	335.06936416185	243.020038535645	7.40752789461173	5.89854171798521	12.6281376904977	159.203330959911	8.83710079900412	9.25310220292525	10.2171049175889	15.9785407046095	28.0295419591831	7.56799648401975	8.08057089819931	69.2252856490137	8.07412673018634	5.81565838260808	1.36829558009872	22.2259964961586	18.0388034128015	23.0477824404952	14.8672739859524	3.86520816000001	39.7009	38.0674	39.7009	38.0674	1.6335	-76.8112	39.0408
Osmia texana	3	123.333333333333	84	255.333333333333	8472	291.666666666667	-37	328.333333333333	204.333333333333	9.33333333333333	237	9.33333333333333	1156.33333333333	110.333333333333	72.6666666666667	11	321.666666666667	230	315.333333333333	240.333333333333	1.15470053837925	0	1.15470053837925	33.8673884437522	0.577350269189626	1.73205080756888	0.577350269189626	1.52752523165195	2.08166599946613	1	2.08166599946613	37.8593889720018	3.21455025366432	2.51661147842358	0	10.4083299973307	8.18535277187245	11.5902257671425	24.5831920899897	0.00146154000000059	39.6463	39.3953	39.6463	39.3953	0.250999999999998	-77.0456	39.3955
Osmia virga	35	136.428571428571	81.3142857142857	250.742857142857	8395.08571428571	301.285714285714	-22.1714285714286	323.457142857143	249.371428571429	29.3714285714286	249.371428571429	23.7142857142857	1143.28571428571	118.085714285714	76.3142857142857	12.6571428571429	343.885714285714	236.028571428571	343.885714285714	246.542857142857	3.61602409451332	8.61179570183153	19.1792517445022	203.937760319254	7.13554247317992	8.52154954938884	14.386151137042	2.2503034342547	27.1532532059027	2.2503034342547	6.05159885811145	82.3227405608279	6.34485168125646	3.91656683822954	1.21129141446487	16.0234596920953	15.4205472442104	16.0234596920953	9.77494653857159	1.56868550818	39.5763	38.0671	39.5763	38.0671	1.5092	-76.8112	39.0408
Panurginus atramontensis	95	137.642105263158	83.3684210526316	256.031578947368	8408.88421052632	303.863157894737	-21.8947368421053	325.757894736842	250.494736842105	38.9473684210526	250.494736842105	24.7894736842105	1094.06315789474	114.178947368421	74.5157894736842	12.8	331.252631578947	227.989473684211	331.252631578947	240.621052631579	1.92914813894457	1.46630692252387	2.19986765355761	52.188256435164	0.3750326600186	3.02286916057015	2.94891176997544	1.57015844308598	33.7929768673065	1.57015844308598	2.7863448826646	24.6985271876839	3.40206116299735	2.95304803908853	0.858003620485344	9.74239301837716	9.58333519970121	9.74239301837716	5.95582844759656	0.0778318549999987	39.2058	38.7694	39.2058	38.7694	0.436400000000006	-76.7859	39.0305
Panurginus potentillae	33	136.212121212121	84	257	8433.93939393939	303.181818181818	-24.5151515151515	326.969696969697	249.151515151515	22.3939393939394	249.151515151515	22.2424242424242	1141.87878787879	117.939393939394	75.0909090909091	13.0909090909091	345.242424242424	231.333333333333	345.242424242424	249.575757575758	2.20450640390281	0.25	1.43614066163451	37.2314881803187	1.79329559496172	2.42540218470582	0.847232571554606	1.97042527327878	2.63319428094703	1.97042527327878	2.5863862703382	40.0911130861298	3.8319332093882	3.56514056843868	0.80481505498299	9.66963773568555	9.93939971359773	9.66963773568555	9.92166286160712	0.299368055	39.453	38.5588	39.453	38.5588	0.894200000000005	-76.80698	39.077
Paranthidium jugatorium	1	109	83	257	8262	272	-50	322	187	-2	220	-3	925	92	58	15	275	179	254	191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39.6198	39.6198	39.6198	39.6198	0	-78.6007	39.6198
Peponapis pruinosa	211	136.626794258373	80.8086124401914	250.239234449761	8372.48325358852	300.818181818182	-21.4354066985646	322.143540669856	241.416267942584	33.4066985645933	249.234449760766	23.9138755980861	1048.01913875598	108.622009569378	71.0191387559809	12.2727272727273	316.167464114833	219.751196172249	312.277511961722	230.11004784689	4.85901716882025	6.33380145362033	12.8208885817832	157.853604759337	5.71901808286771	8.07518099059808	10.736730132673	17.7225932358892	30.5191010981088	4.19449728910167	6.52968434887845	92.9270268773014	12.3827459743505	8.12756570288378	1.24316312101612	33.9512616421844	24.7538907393438	39.8145885701545	20.4491006125718	3.02853135	39.719	38.1777	39.719	38.1777	1.5413	-76.755	39.0295
Perdita bequaerti	1	142	84	258	8365	307	-18	325	254	29	254	29	1005	106	68	13	313	210	313	225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38.7847	38.7847	38.7847	38.7847	0	-76.7003	38.7847
Perdita bishoppi	14	140	84	257	8393	306	-19	326	253	28	253	27	1034	111	69	14	324	212	324	226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.8782	38.8778	38.8782	38.8778	0.000399999999999068	-76.6741	38.8782
Perdita boltoniae	103	140.029126213592	84	257.04854368932	8392.43689320388	306	-19.0388349514563	325.95145631068	252.970873786408	27.9611650485437	252.970873786408	27.0291262135922	1016.73786407767	108.980582524272	68.0776699029126	13.9611650485437	318.038834951456	208.776699029126	318.038834951456	221.844660194175	0.532406867113158	0	0.215962995046357	5.88895593614814	0.313112145542575	0.50336768024131	0.215962995046357	0.430601737645093	0.50336768024131	0.430601737645093	0.532406867113158	20.6890902220624	2.31356012276586	1.17731266265759	0.194146200070239	6.6020233530975	3.97278002834621	6.6020233530975	4.9502570374013	0.00717717999999944	38.9747	38.7847	38.9747	38.7847	0.189999999999998	-76.6754	38.8767
