"obs_full","gs","genus.x","species.x","verbiage","long_key","exclude","verb_length","has_nonNative_ssp","usageKey","scientificName","canonicalName","rank","status","confidence","matchType","kingdom","phylum","order","family","genus.y","species.y","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","synonym","class","verbatim_name","matchNote","acceptedUsageKey","verbatim_kingdom"
"Asclepias quadrifolia Jacq., Fourleaf Milkweed (Roller 515 US) ","Asclepias quadrifolia","Asclepias","quadrifolia"," Jacq., Fourleaf Milkweed (Roller 515 US) ","Asclepias quadrifolia Jacq., F",FALSE,42,FALSE,3170257,"Asclepias quadrifolia Jacq.","Asclepias quadrifolia","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias quadrifolia",6,7707728,220,412,6701,3170229,3170257,FALSE,"Magnoliopsida","Asclepias quadrifolia","unambiguous",NA,NA
"Asclepias rubra L., Red Milkweed, •  S1/G4G5 (McAvoy 1128  DOV) ","Asclepias rubra","Asclepias","rubra"," L., Red Milkweed, •  S1/G4G5 (McAvoy 1128  DOV) ","Asclepias rubra L., Red Milkwe",FALSE,49,FALSE,3170334,"Asclepias rubra L.","Asclepias rubra","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias rubra",6,7707728,220,412,6701,3170229,3170334,FALSE,"Magnoliopsida","Asclepias rubra","unambiguous",NA,NA
"Asclepias syriaca L., Common Milkweed (Longbottom 11611  DOV) ","Asclepias syriaca","Asclepias","syriaca"," L., Common Milkweed (Longbottom 11611  DOV) ","Asclepias syriaca L., Common M",FALSE,45,FALSE,3170247,"Asclepias syriaca L.","Asclepias syriaca","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias syriaca",6,7707728,220,412,6701,3170229,3170247,FALSE,"Magnoliopsida","Asclepias syriaca","unambiguous",NA,NA
"Asclepias tuberosa L. ssp. tuberosa, Butterfly Milkweed (McAvoy  2697 DOV) ","Asclepias tuberosa","Asclepias","tuberosa"," L. ssp. tuberosa, Butterfly Milkweed (McAvoy  2697 DOV) ","Asclepias tuberosa L. ssp. tub",FALSE,57,FALSE,3170305,"Asclepias tuberosa L.","Asclepias tuberosa","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias tuberosa",6,7707728,220,412,6701,3170229,3170305,FALSE,"Magnoliopsida","Asclepias tuberosa","unambiguous",NA,NA
"Asclepias variegata L., White Milkweed (McAvoy 5482 DOV) ","Asclepias variegata","Asclepias","variegata"," L., White Milkweed (McAvoy 5482 DOV) ","Asclepias variegata L., White ",FALSE,38,FALSE,3170272,"Asclepias variegata L.","Asclepias variegata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias variegata",6,7707728,220,412,6701,3170229,3170272,FALSE,"Magnoliopsida","Asclepias variegata","unambiguous",NA,NA
"Asclepias verticillata L., Whorled Milkweed, •  S3/G5 (Isanogle  30 US) ","Asclepias verticillata","Asclepias","verticillata"," L., Whorled Milkweed, •  S3/G5 (Isanogle  30 US) ","Asclepias verticillata L., Who",FALSE,50,FALSE,3170235,"Asclepias verticillata L.","Asclepias verticillata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias verticillata",6,7707728,220,412,6701,3170229,3170235,FALSE,"Magnoliopsida","Asclepias verticillata","unambiguous",NA,NA
"Asclepias viridiflora Raf., Green Milkweed (McAvoy 5928 DOV)  [Acerates viridiflora (Raf.) Purshflex Eaton] ","Asclepias viridiflora","Asclepias","viridiflora"," Raf., Green Milkweed (McAvoy 5928 DOV)  [Acerates viridiflora (Raf.) Purshflex Eaton] ","Asclepias viridiflora Raf., Gr",FALSE,87,FALSE,3170313,"Asclepias viridiflora Raf.","Asclepias viridiflora","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Gentianales","Apocynaceae","Asclepias","Asclepias viridiflora",6,7707728,220,412,6701,3170229,3170313,FALSE,"Magnoliopsida","Asclepias viridiflora","unambiguous",NA,NA
"Cynanchum laeve (Michx.) Pers., Honeyvine (Longbottom  11748 DOV)  [Ampelamus albidus (Nutt.) Britton] ","Cynanchum laeve","Cynanchum","laeve"," (Michx.) Pers., Honeyvine (Longbottom  11748 DOV)  [Ampelamus albidus (Nutt.) Britton] ","Cynanchum laeve (Michx.) Pers.",FALSE,88,FALSE,9682933,"Cynanchum laeve (Michx.) Pers.","Cynanchum laeve","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Gentianales","Apocynaceae","Cynanchum","Cynanchum laeve",6,7707728,220,412,6701,3170354,9682933,FALSE,"Magnoliopsida","Cynanchum laeve","unambiguous",NA,NA
"Gonolobus suberosus (L.) R. Br. var. suberosus, Angular-fruit  Milkvine,  S2/G5 (Steury 050716.2 US)  [Gonolobus gonocarpos (Walter) L. M. Perry; Matelea  gonocarpos (Walter) Shinners] ","Gonolobus suberosus","Gonolobus","suberosus"," (L.) R. Br. var. suberosus, Angular-fruit  Milkvine,  S2/G5 (Steury 050716.2 US)  [Gonolobus gonocarpos (Walter) L. M. Perry; Matelea  gonocarpos (Walter) Shinners] ","Gonolobus suberosus (L.) R. Br",FALSE,167,FALSE,8044404,"Gonolobus suberosus (L.) Schult.","Gonolobus suberosus","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Gentianales","Apocynaceae","Gonolobus","Gonolobus suberosus",6,7707728,220,412,6701,3170204,8044404,FALSE,"Magnoliopsida","Gonolobus suberosus","unambiguous",NA,NA
"Matelea carolinensis (Jacq.) Woodson, Carolina Anglepod,   S2S3/G4 (McAvoy 1673 DOV)  [Vincetoxicum carolinense (Jacq.) Britton; V. hirsutum  (Michx.) Britton] ","Matelea carolinensis","Matelea","carolinensis"," (Jacq.) Woodson, Carolina Anglepod,   S2S3/G4 (McAvoy 1673 DOV)  [Vincetoxicum carolinense (Jacq.) Britton; V. hirsutum  (Michx.) Britton] ","Matelea carolinensis (Jacq.) W",FALSE,141,FALSE,3170514,"Matelea carolinensis (Jacq.) Woodson","Matelea carolinensis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Gentianales","Apocynaceae","Matelea","Matelea carolinensis",6,7707728,220,412,6701,3170475,3170514,FALSE,"Magnoliopsida","Matelea carolinensis","unambiguous",NA,NA
"Matelea decipiens (Alexanderflex Small) Woodson, Old-field  Milkvine—see Excluded Flora section. ","Matelea decipiens","Matelea","decipiens"," (Alexanderflex Small) Woodson, Old-field  Milkvine—see Excluded Flora section. ","Matelea decipiens (Alexanderfl",TRUE,80,FALSE,8687899,"Matelea decipiens (Alexander) Woodson","Matelea decipiens","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Gentianales","Apocynaceae","Matelea","Matelea decipiens",6,7707728,220,412,6701,3170475,8687899,FALSE,"Magnoliopsida","Matelea decipiens","unambiguous",NA,NA
"Matelea obliqua (Jacq.) Woodson, Climbing Milkweed, •  S1S2/  G4? (Killip 32116 US) ","Matelea obliqua","Matelea","obliqua"," (Jacq.) Woodson, Climbing Milkweed, •  S1S2/  G4? (Killip 32116 US) ","Matelea obliqua (Jacq.) Woodso",FALSE,69,FALSE,3170496,"Matelea obliqua (Jacq.) Woodson","Matelea obliqua","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Gentianales","Apocynaceae","Matelea","Matelea obliqua",6,7707728,220,412,6701,3170475,3170496,FALSE,"Magnoliopsida","Matelea obliqua","unambiguous",NA,NA
"Thyrsanthella difformis (Walter) Pichon, Climbing Dogbane,   S1/G4G5 (McAvoy 1121 DOV)  [Trachelospermum difforme (Walter) A. Gray] ","Thyrsanthella difformis","Thyrsanthella","difformis"," (Walter) Pichon, Climbing Dogbane,   S1/G4G5 (McAvoy 1121 DOV)  [Trachelospermum difforme (Walter) A. Gray] ","Thyrsanthella difformis (Walte",FALSE,110,FALSE,3619610,"Thyrsanthella difformis (Walter) Pichon","Thyrsanthella difformis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Gentianales","Apocynaceae","Thyrsanthella","Thyrsanthella difformis",6,7707728,220,412,6701,7155928,3619610,FALSE,"Magnoliopsida","Thyrsanthella difformis","unambiguous",NA,NA
"Vinca major L., Largeleaf Periwinkle, ‡ (Longbottom 7193 DOV) ","Vinca major","Vinca","major"," L., Largeleaf Periwinkle, ‡ (Longbottom 7193 DOV) ","Vinca major L., Largeleaf Peri",TRUE,51,FALSE,3169708,"Vinca major L.","Vinca major","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Gentianales","Apocynaceae","Vinca","Vinca major",6,7707728,220,412,6701,3169706,3169708,FALSE,"Magnoliopsida","Vinca major","unambiguous",NA,NA
"Vinca minor L., Lesser Periwinkle, ‡ (Redmond 232 DOV) ","Vinca minor","Vinca","minor"," L., Lesser Periwinkle, ‡ (Redmond 232 DOV) ","Vinca minor L., Lesser Periwin",TRUE,44,FALSE,3169707,"Vinca minor L.","Vinca minor","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Gentianales","Apocynaceae","Vinca","Vinca minor",6,7707728,220,412,6701,3169706,3169707,FALSE,"Magnoliopsida","Vinca minor","unambiguous",NA,NA
"Vincetoxicum nigrum (L.) Moench, Black Swallow-wort,  ‡ (Baltars 3763 MARY)  [Cynanchum louiseae Kartesz & Gandhi; C. nigrum (L.) Pers.]  AQUIFOLIACEAE (Holly Family) ","Vincetoxicum nigrum","Vincetoxicum","nigrum"," (L.) Moench, Black Swallow-wort,  ‡ (Baltars 3763 MARY)  [Cynanchum louiseae Kartesz & Gandhi; C. nigrum (L.) Pers.]  AQUIFOLIACEAE (Holly Family) ","Vincetoxicum nigrum (L.) Moenc",TRUE,148,FALSE,5414551,"Vincetoxicum nigrum (L.) Moench","Vincetoxicum nigrum","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Gentianales","Apocynaceae","Vincetoxicum","Vincetoxicum nigrum",6,7707728,220,412,6701,7588865,5414551,FALSE,"Magnoliopsida","Vincetoxicum nigrum","unambiguous",NA,NA
"Ilex crenata Thunb., Japanese Holly, ‡ (Redman 9549 BALT) ","Ilex crenata","Ilex","crenata"," Thunb., Japanese Holly, ‡ (Redman 9549 BALT) ","Ilex crenata Thunb., Japanese ",TRUE,46,FALSE,5414239,"Ilex crenata Thunb.","Ilex crenata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Aquifoliales","Aquifoliaceae","Ilex","Ilex crenata",6,7707728,220,7226638,6716,10792217,5414239,FALSE,"Magnoliopsida","Ilex crenata","unambiguous",NA,NA
"Ilex decidua Walter, Deciduous Holly,  S2/G5 (Terrell 3886 US) ","Ilex decidua","Ilex","decidua"," Walter, Deciduous Holly,  S2/G5 (Terrell 3886 US) ","Ilex decidua Walter, Deciduous",FALSE,52,FALSE,5414259,"Ilex decidua Walter","Ilex decidua","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Aquifoliales","Aquifoliaceae","Ilex","Ilex decidua",6,7707728,220,7226638,6716,10792217,5414259,FALSE,"Magnoliopsida","Ilex decidua","unambiguous",NA,NA
"Ilex glabra (L.) A. Gray, Inkberry (Killip 43318 US) ","Ilex glabra","Ilex","glabra"," (L.) A. Gray, Inkberry (Killip 43318 US) ","Ilex glabra (L.) A. Gray, Inkb",FALSE,42,FALSE,5414266,"Ilex glabra (L.) A.Gray","Ilex glabra","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Aquifoliales","Aquifoliaceae","Ilex","Ilex glabra",6,7707728,220,7226638,6716,10792217,5414266,FALSE,"Magnoliopsida","Ilex glabra","unambiguous",NA,NA
"Ilex laevigata (Pursh) A. Gray, Smooth Winterberry Holly  (Strong 1858 US) ","Ilex laevigata","Ilex","laevigata"," (Pursh) A. Gray, Smooth Winterberry Holly  (Strong 1858 US) ","Ilex laevigata (Pursh) A. Gray",FALSE,61,FALSE,5414226,"Ilex laevigata (Pursh) A.Gray","Ilex laevigata","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Aquifoliales","Aquifoliaceae","Ilex","Ilex laevigata",6,7707728,220,7226638,6716,10792217,5414226,FALSE,"Magnoliopsida","Ilex laevigata","unambiguous",NA,NA
"Ilex montana Torr. & A. Gray, Mountain Holly (Brown s.n.  BALT)  [Ilex ambigua (Michx.) Torr. var. montana (Torr. & A. Gray)  H. E. Ahles; I. ambigua var. monticola (A. Gray) Wunderlin  & Poppleton; I. monticola A. Gray; I. monticola var. mollis  (A. Gray) Britton] ","Ilex montana","Ilex","montana"," Torr. & A. Gray, Mountain Holly (Brown s.n.  BALT)  [Ilex ambigua (Michx.) Torr. var. montana (Torr. & A. Gray)  H. E. Ahles; I. ambigua var. monticola (A. Gray) Wunderlin  & Poppleton; I. monticola A. Gray; I. monticola var. mollis  (A. Gray) Britton] ","Ilex montana Torr. & A. Gray, ",FALSE,254,FALSE,5414241,"Ilex montana Torr. & A.Gray","Ilex montana","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Aquifoliales","Aquifoliaceae","Ilex","Ilex montana",6,7707728,220,7226638,6716,10792217,5414241,FALSE,"Magnoliopsida","Ilex montana","unambiguous",NA,NA
"Ilex mucronata (L.) M. Powell, Savol. & S. Andrew, Catberry,   S3/G5 (McClurkin 2008-042 BALT)  [Nemopanthus mucronatus (L.) Trel.] ","Ilex mucronata","Ilex","mucronata"," (L.) M. Powell, Savol. & S. Andrew, Catberry,   S3/G5 (McClurkin 2008-042 BALT)  [Nemopanthus mucronatus (L.) Trel.] ","Ilex mucronata (L.) M. Powell,",FALSE,119,FALSE,5534659,"Ilex mucronata (L.) M.Powell, Savol. & S.Andrews","Ilex mucronata","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Aquifoliales","Aquifoliaceae","Ilex","Ilex mucronata",6,7707728,220,7226638,6716,10792217,5534659,FALSE,"Magnoliopsida","Ilex mucronata","unambiguous",NA,NA
"Ilex opaca Aiton, American Holly (Longbottom 10808  DOV) ","Ilex opaca","Ilex","opaca"," Aiton, American Holly (Longbottom 10808  DOV) ","Ilex opaca Aiton, American Hol",FALSE,47,FALSE,5414248,"Ilex opaca Sol. ex Aiton","Ilex opaca","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Aquifoliales","Aquifoliaceae","Ilex","Ilex opaca",6,7707728,220,7226638,6716,10792217,5414248,FALSE,"Magnoliopsida","Ilex opaca","unambiguous",NA,NA
"Ilex verticillata (L.) A. Gray, Common Winterberry (McAvoy  1046 DOV)  ARACEAE (Arum Family) ","Ilex verticillata","Ilex","verticillata"," (L.) A. Gray, Common Winterberry (McAvoy  1046 DOV)  ARACEAE (Arum Family) ","Ilex verticillata (L.) A. Gray",FALSE,76,FALSE,5414267,"Ilex verticillata (L.) A.Gray","Ilex verticillata","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Aquifoliales","Aquifoliaceae","Ilex","Ilex verticillata",6,7707728,220,7226638,6716,10792217,5414267,FALSE,"Magnoliopsida","Ilex verticillata","unambiguous",NA,NA
"Arisaema dracontium (L.) Schott, Green Dragon (McAvoy 5462  DOV)  [Muricauda dracontium (L.) Small] ","Arisaema dracontium","Arisaema","dracontium"," (L.) Schott, Green Dragon (McAvoy 5462  DOV)  [Muricauda dracontium (L.) Small] ","Arisaema dracontium (L.) Schot",FALSE,81,FALSE,2866850,"Arisaema dracontium (L.) Schott","Arisaema dracontium","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Alismatales","Araceae","Arisaema","Arisaema dracontium",6,7707728,196,551,6979,2866809,2866850,FALSE,"Liliopsida","Arisaema dracontium","unambiguous",NA,NA
"Arisaema pusillum (Peck) Nash, Small Jack-in-the-Pulpit  (McAvoy 6873 DOV)  [Arisaema triphyllum ssp. pusillum (Peck) Huttleston] ","Arisaema pusillum","Arisaema","pusillum"," (Peck) Nash, Small Jack-in-the-Pulpit  (McAvoy 6873 DOV)  [Arisaema triphyllum ssp. pusillum (Peck) Huttleston] ","Arisaema pusillum (Peck) Nash,",FALSE,113,FALSE,2867346,"Arisaema pusillum Nash","Arisaema pusillum","SPECIES","SYNONYM",98,"EXACT","Plantae","Tracheophyta","Alismatales","Araceae","Arisaema","Arisaema triphyllum",6,7707728,196,551,6979,2866809,2867316,TRUE,"Liliopsida","Arisaema pusillum","unambiguous",2867316,NA
"Arisaema stewardsonii Britton, Bog Jack-in-the-Pulpit (Henry &  Buker s.n. CM)  [Arisaema triphyllum ssp. stewardsonii (Britton) Huttleston] ","Arisaema stewardsonii","Arisaema","stewardsonii"," Britton, Bog Jack-in-the-Pulpit (Henry &  Buker s.n. CM)  [Arisaema triphyllum ssp. stewardsonii (Britton) Huttleston] ","Arisaema stewardsonii Britton,",FALSE,120,FALSE,2867322,"Arisaema stewardsonii Britton","Arisaema stewardsonii","SPECIES","SYNONYM",98,"EXACT","Plantae","Tracheophyta","Alismatales","Araceae","Arisaema","Arisaema triphyllum",6,7707728,196,551,6979,2866809,2867316,TRUE,"Liliopsida","Arisaema stewardsonii","unambiguous",2867316,NA
"Arisaema triphyllum (L.) Schott, Common Jack-in-the-Pulpit  (Knapp 2372 DOV)  [Arisaema atrorubens Blume] ","Arisaema triphyllum","Arisaema","triphyllum"," (L.) Schott, Common Jack-in-the-Pulpit  (Knapp 2372 DOV)  [Arisaema atrorubens Blume] ","Arisaema triphyllum (L.) Schot",FALSE,87,FALSE,2867316,"Arisaema triphyllum (L.) Schott","Arisaema triphyllum","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Alismatales","Araceae","Arisaema","Arisaema triphyllum",6,7707728,196,551,6979,2866809,2867316,FALSE,"Liliopsida","Arisaema triphyllum","unambiguous",NA,NA
"Arum italicum Mill. ssp. italicum, Italian Arum, † (Hill s.n.  MARY) ","Arum italicum","Arum","italicum"," Mill. ssp. italicum, Italian Arum, † (Hill s.n.  MARY) ","Arum italicum Mill. ssp. itali",TRUE,56,FALSE,5330661,"Arum italicum Mill.","Arum italicum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Alismatales","Araceae","Arum","Arum italicum",6,7707728,196,551,6979,2869757,5330661,FALSE,"Liliopsida","Arum italicum","unambiguous",NA,NA
"Calla palustris L., Wild Calla, •  S1/G5 (Longbottom et al. 2046  MARY) ","Calla palustris","Calla","palustris"," L., Wild Calla, •  S1/G5 (Longbottom et al. 2046  MARY) ","Calla palustris L., Wild Calla",FALSE,57,FALSE,2869101,"Calla palustris L.","Calla palustris","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Alismatales","Araceae","Calla","Calla palustris",6,7707728,196,551,6979,2869100,2869101,FALSE,"Liliopsida","Calla palustris","unambiguous",NA,NA
"Landoltia punctata (G. Mey.) Les & D. J. Crawford, Dotted  Duckmeat (Steury 990626.4 US)  [Spirodela punctata (G. Mey.) C. H. Thomps.] ","Landoltia punctata","Landoltia","punctata"," (G. Mey.) Les & D. J. Crawford, Dotted  Duckmeat (Steury 990626.4 US)  [Spirodela punctata (G. Mey.) C. H. Thomps.] ","Landoltia punctata (G. Mey.) L",FALSE,117,FALSE,2871369,"Landoltia punctata (G.Mey.) Les & D.J.Crawford","Landoltia punctata","SPECIES","SYNONYM",98,"EXACT","Plantae","Tracheophyta","Alismatales","Araceae","Spirodela","Spirodela punctata",6,7707728,196,551,6979,2867778,2871376,TRUE,"Liliopsida","Landoltia punctata","unambiguous",2871376,NA
"Lemna aequinoctialis Welw., Lesser Duckweed (Solommon 350  MARY) ","Lemna aequinoctialis","Lemna","aequinoctialis"," Welw., Lesser Duckweed (Solommon 350  MARY) ","Lemna aequinoctialis Welw., Le",FALSE,45,FALSE,2867616,"Lemna aequinoctialis Welw.","Lemna aequinoctialis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Alismatales","Araceae","Lemna","Lemna aequinoctialis",6,7707728,196,551,6979,2867567,2867616,FALSE,"Liliopsida","Lemna aequinoctialis","unambiguous",NA,NA
"Lemna gibba L., Fat Duckweed, † (Reveal 7913 MARY) ","Lemna gibba","Lemna","gibba"," L., Fat Duckweed, † (Reveal 7913 MARY) ","Lemna gibba L., Fat Duckweed, ",TRUE,40,FALSE,2867569,"Lemna gibba L.","Lemna gibba","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Alismatales","Araceae","Lemna","Lemna gibba",6,7707728,196,551,6979,2867567,2867569,FALSE,"Liliopsida","Lemna gibba","unambiguous",NA,NA
"Lemna minor L., Common Duckweed (Baltars 1136 US) ","Lemna minor","Lemna","minor"," L., Common Duckweed (Baltars 1136 US) ","Lemna minor L., Common Duckwee",FALSE,39,FALSE,2867589,"Lemna minor L.","Lemna minor","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Alismatales","Araceae","Lemna","Lemna minor",6,7707728,196,551,6979,2867567,2867589,FALSE,"Liliopsida","Lemna minor","unambiguous",NA,NA
"Lemna obscura (Austin) Daubs, Little Duckweed (Tidestrom  296 US) ","Lemna obscura","Lemna","obscura"," (Austin) Daubs, Little Duckweed (Tidestrom  296 US) ","Lemna obscura (Austin) Daubs, ",FALSE,53,FALSE,2867608,"Lemna obscura (Austin) Daubs","Lemna obscura","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Alismatales","Araceae","Lemna","Lemna obscura",6,7707728,196,551,6979,2867567,2867608,FALSE,"Liliopsida","Lemna obscura","unambiguous",NA,NA
"Lemna perpusilla Torr., Tiny Duckweed (Killip 36635 US) ","Lemna perpusilla","Lemna","perpusilla"," Torr., Tiny Duckweed (Killip 36635 US) ","Lemna perpusilla Torr., Tiny D",FALSE,40,FALSE,2867627,"Lemna perpusilla Torr.","Lemna perpusilla","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Alismatales","Araceae","Lemna","Lemna perpusilla",6,7707728,196,551,6979,2867567,2867627,FALSE,"Liliopsida","Lemna perpusilla","unambiguous",NA,NA
"Lemna trisulca L., Star Duckweed,  S1/G5 (Uhler s.n. US) ","Lemna trisulca","Lemna","trisulca"," L., Star Duckweed,  S1/G5 (Uhler s.n. US) ","Lemna trisulca L., Star Duckwe",FALSE,44,FALSE,2867579,"Lemna trisulca L.","Lemna trisulca","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Alismatales","Araceae","Lemna","Lemna trisulca",6,7707728,196,551,6979,2867567,2867579,FALSE,"Liliopsida","Lemna trisulca","unambiguous",NA,NA
"Lemna turionifera Landolt, Duckweed (Reveal et al. 7779  MARY) ","Lemna turionifera","Lemna","turionifera"," Landolt, Duckweed (Reveal et al. 7779  MARY) ","Lemna turionifera Landolt, Duc",FALSE,46,FALSE,2867631,"Lemna turionifera Landolt","Lemna turionifera","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Alismatales","Araceae","Lemna","Lemna turionifera",6,7707728,196,551,6979,2867567,2867631,FALSE,"Liliopsida","Lemna turionifera","unambiguous",NA,NA
"Lemna valdiviana Phil., Pale Duckweed (Reveal 5583  MARY)  NUMBER 113 • 15 ","Lemna valdiviana","Lemna","valdiviana"," Phil., Pale Duckweed (Reveal 5583  MARY)  NUMBER 113 • 15 ","Lemna valdiviana Phil., Pale D",FALSE,59,FALSE,2867612,"Lemna valdiviana Phil.","Lemna valdiviana","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Alismatales","Araceae","Lemna","Lemna valdiviana",6,7707728,196,551,6979,2867567,2867612,FALSE,"Liliopsida","Lemna valdiviana","unambiguous",NA,NA
"Orontium aquaticum L., Golden Club (Knapp & Stango III  01-02 DOV) ","Orontium aquaticum","Orontium","aquaticum"," L., Golden Club (Knapp & Stango III  01-02 DOV) ","Orontium aquaticum L., Golden ",FALSE,49,FALSE,5330733,"Orontium aquaticum L.","Orontium aquaticum","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Alismatales","Araceae","Orontium","Orontium aquaticum",6,7707728,196,551,6979,2774333,5330733,FALSE,"Liliopsida","Orontium aquaticum","unambiguous",NA,NA
"Peltandra virginica (L.) Raf.flex Schott, Tuckahoe (Longbottom  6164 DOV) ","Peltandra virginica","Peltandra","virginica"," (L.) Raf.flex Schott, Tuckahoe (Longbottom  6164 DOV) ","Peltandra virginica (L.) Raf.f",FALSE,55,FALSE,5330182,"Peltandra virginica (L.) Schott","Peltandra virginica","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Alismatales","Araceae","Peltandra","Peltandra virginica",6,7707728,196,551,6979,2867745,5330182,FALSE,"Liliopsida","Peltandra virginica","unambiguous",NA,NA
"Pinellia ternata (Thunb.) Makinoflex Breitenb., Pinellia, † (Minor  s.n. CM) ","Pinellia ternata","Pinellia","ternata"," (Thunb.) Makinoflex Breitenb., Pinellia, † (Minor  s.n. CM) ","Pinellia ternata (Thunb.) Maki",TRUE,61,FALSE,8678824,"Pinellia ternata (Thunb.) Makino","Pinellia ternata","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Alismatales","Araceae","Pinellia","Pinellia ternata",6,7707728,196,551,6979,2870048,8678824,FALSE,"Liliopsida","Pinellia ternata","unambiguous",NA,NA
"Pistia stratiotes L., Water Lettuce, ‡ (Knapp 2342 TAWES) ","Pistia stratiotes","Pistia","stratiotes"," L., Water Lettuce, ‡ (Knapp 2342 TAWES) ","Pistia stratiotes L., Water Le",TRUE,41,FALSE,2870583,"Pistia stratiotes L.","Pistia stratiotes","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Alismatales","Araceae","Pistia","Pistia stratiotes",6,7707728,196,551,6979,2870582,2870583,FALSE,"Liliopsida","Pistia stratiotes","unambiguous",NA,NA
"Spirodela polyrhiza (L.) Schleid., Greater Duckweed (Beyersdorfer  234 US) ","Spirodela polyrhiza","Spirodela","polyrhiza"," (L.) Schleid., Greater Duckweed (Beyersdorfer  234 US) ","Spirodela polyrhiza (L.) Schle",FALSE,56,FALSE,4097481,"Spirodela polyrhiza (L.) Schleid.","Spirodela polyrhiza","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Alismatales","Araceae","Spirodela","Spirodela polyrhiza",6,7707728,196,551,6979,2867778,4097481,FALSE,"Liliopsida","Spirodela polyrhiza","unambiguous",NA,NA
